"town","tests_total","tests_pos","dt","tests_posn"
"Uxbridge",1129,"77",2020-07-01,77
"Wakefield",3405,"314",2020-07-01,314
"Wales",103,"<5",2020-07-01,2
"Walpole",2883,"230",2020-07-01,230
"Waltham",7124,"1240",2020-07-01,1240
"Ware",764,"31",2020-07-01,31
"Wareham",2445,"211",2020-07-01,211
"Warren",298,"22",2020-07-01,22
"Warwick",55,"0",2020-07-01,0
"Washington",31,"<5",2020-07-01,2
"Watertown",3635,"391",2020-07-01,391
"Wayland",1337,"107",2020-07-01,107
"Webster",2120,"253",2020-07-01,253
"Wellesley",2330,"234",2020-07-01,234
"Wellfleet",273,"<5",2020-07-01,2
"Wendell",76,"0",2020-07-01,0
"Wenham",282,"19",2020-07-01,19
"West Boylston",810,"43",2020-07-01,43
"West Bridgewater",849,"140",2020-07-01,140
"West Brookfield",477,"19",2020-07-01,19
"West Newbury",325,"10",2020-07-01,10
"West Springfield",2891,"370",2020-07-01,370
"West Stockbridge",108,"5",2020-07-01,5
"West Tisbury",346,"8",2020-07-01,8
"Westborough",2073,"335",2020-07-01,335
"Westfield",3646,"451",2020-07-01,451
"Westford",2093,"141",2020-07-01,141
"Westhampton",85,"5",2020-07-01,5
"Westminster",699,"32",2020-07-01,32
"Weston",1298,"108",2020-07-01,108
"Westport",1590,"98",2020-07-01,98
"Westwood",1499,"127",2020-07-01,127
"Weymouth",6297,"720",2020-07-01,720
"Whately",51,"5",2020-07-01,5
"Whitman",1484,"188",2020-07-01,188
"Wilbraham",1366,"225",2020-07-01,225
"Williamsburg",323,"10",2020-07-01,10
"Williamstown",765,"82",2020-07-01,82
"Wilmington",2392,"328",2020-07-01,328
"Winchendon",1129,"88",2020-07-01,88
"Winchester",2317,"117",2020-07-01,117
"Windsor",55,"0",2020-07-01,0
"Winthrop",2075,"256",2020-07-01,256
"Woburn",4762,"632",2020-07-01,632
"Worcester",28678,"5227",2020-07-01,5227
"Worthington",81,"0",2020-07-01,0
"Wrentham",1522,"192",2020-07-01,192
"Yarmouth",2216,"114",2020-07-01,114
"Unknown",33678,"253",2020-07-01,253
"State",853150,"103858",2020-07-01,103858
