"town","tests_total","tests_pos","dt","tests_posn"
"Rowe",11,"0",2020-09-16,0
"Rowley",284,"0",2020-09-16,0
"Royalston",46,"0",2020-09-16,0
"Russell",91,"0",2020-09-16,0
"Rutland",550,"<5",2020-09-16,2
"Salem",3756,"25",2020-09-16,25
"Salisbury",320,"<5",2020-09-16,2
"Sandisfield",40,"0",2020-09-16,0
"Sandwich",857,"<5",2020-09-16,2
"Saugus",1894,"36",2020-09-16,36
"Savoy",22,"0",2020-09-16,0
"Scituate",920,"8",2020-09-16,8
"Seekonk",477,"<5",2020-09-16,2
"Sharon",1076,"9",2020-09-16,9
"Sheffield",133,"<5",2020-09-16,2
"Shelburne",196,"0",2020-09-16,0
"Sherborn",218,"<5",2020-09-16,2
"Shirley",318,"<5",2020-09-16,2
"Shrewsbury",2402,"10",2020-09-16,10
"Shutesbury",174,"0",2020-09-16,0
"Somerset",796,"9",2020-09-16,9
"Somerville",15778,"81",2020-09-16,81
"South Hadley",1767,"<5",2020-09-16,2
"Southampton",392,"0",2020-09-16,0
"Southborough",649,"<5",2020-09-16,2
"Southbridge",772,"5",2020-09-16,5
"Southwick",537,"<5",2020-09-16,2
"Spencer",648,"<5",2020-09-16,2
"Springfield",10022,"73",2020-09-16,73
"Sterling",727,"<5",2020-09-16,2
"Stockbridge",86,"0",2020-09-16,0
"Stoneham",1414,"10",2020-09-16,10
"Stoughton",1262,"13",2020-09-16,13
"Stow",430,"<5",2020-09-16,2
"Sturbridge",461,"<5",2020-09-16,2
"Sudbury",1085,"<5",2020-09-16,2
"Sunderland",1290,"0",2020-09-16,0
"Sutton",544,"<5",2020-09-16,2
"Swampscott",800,"5",2020-09-16,5
"Swansea",551,"<5",2020-09-16,2
"Taunton",2572,"22",2020-09-16,22
"Templeton",382,"0",2020-09-16,0
"Tewksbury",1658,"8",2020-09-16,8
"Tisbury",437,"<5",2020-09-16,2
"Tolland",6,"0",2020-09-16,0
"Topsfield",366,"<5",2020-09-16,2
"Townsend",372,"<5",2020-09-16,2
"Truro",57,"<5",2020-09-16,2
"Tyngsborough",556,"15",2020-09-16,15
"Tyringham",17,"<5",2020-09-16,2
"Upton",385,"<5",2020-09-16,2
"Uxbridge",536,"<5",2020-09-16,2
"Wakefield",1541,"9",2020-09-16,9
"Wales",74,"0",2020-09-16,0
"Walpole",1342,"10",2020-09-16,10
"Waltham",14633,"32",2020-09-16,32
"Ware",564,"<5",2020-09-16,2
"Wareham",637,"5",2020-09-16,5
"Warren",223,"<5",2020-09-16,2
"Warwick",37,"0",2020-09-16,0
"Washington",11,"0",2020-09-16,0
"Watertown",2422,"11",2020-09-16,11
"Wayland",875,"<5",2020-09-16,2
"Webster",1001,"0",2020-09-16,0
"Wellesley",8472,"6",2020-09-16,6
"Wellfleet",81,"0",2020-09-16,0
"Wendell",55,"0",2020-09-16,0
"Wenham",364,"<5",2020-09-16,2
"West Boylston",413,"<5",2020-09-16,2
"West Bridgewater",380,"5",2020-09-16,5
"West Brookfield",248,"0",2020-09-16,0
"West Newbury",225,"0",2020-09-16,0
"West Springfield",1445,"15",2020-09-16,15
"West Stockbridge",66,"<5",2020-09-16,2
"West Tisbury",187,"0",2020-09-16,0
"Westborough",1242,"15",2020-09-16,15
"Westfield",1988,"12",2020-09-16,12
"Westford",1171,"6",2020-09-16,6
"Westhampton",42,"0",2020-09-16,0
"Westminster",351,"<5",2020-09-16,2
"Weston",992,"<5",2020-09-16,2
"Westport",690,"5",2020-09-16,5
"Westwood",990,"5",2020-09-16,5
"Weymouth",2419,"36",2020-09-16,36
"Whately",56,"0",2020-09-16,0
"Whitman",595,"12",2020-09-16,12
"Wilbraham",2304,"8",2020-09-16,8
"Williamsburg",253,"0",2020-09-16,0
"Williamstown",5717,"<5",2020-09-16,2
"Wilmington",1144,"13",2020-09-16,13
"Winchendon",374,"<5",2020-09-16,2
"Winchester",1643,"<5",2020-09-16,2
"Windsor",34,"0",2020-09-16,0
"Winthrop",2558,"23",2020-09-16,23
"Woburn",2189,"28",2020-09-16,28
"Worcester",33709,"255",2020-09-16,255
"Worthington",56,"0",2020-09-16,0
"Wrentham",764,"15",2020-09-16,15
"Yarmouth",834,"5",2020-09-16,5
"Unknown",9680,"29",2020-09-16,29
"State",612180,"4510",2020-09-16,4510
