"town","tests_total","tests_pos","dt","tests_posn"
"Medfield","1009","6",2020-10-22,6
"Medford","14596","64",2020-10-22,64
"Medway","1054","9",2020-10-22,9
"Melrose","3406","23",2020-10-22,23
"Mendon","438","<5",2020-10-22,2
"Merrimac","489","<5",2020-10-22,2
"Methuen","4520","136",2020-10-22,136
"Middleborough","1387","32",2020-10-22,32
"Middlefield","12","0",2020-10-22,0
"Middleton*","1273","89",2020-10-22,89
"Milford","1870","38",2020-10-22,38
"Millbury","893","9",2020-10-22,9
"Millis","593","7",2020-10-22,7
"Millville","173","6",2020-10-22,6
"Milton*","5299","45",2020-10-22,45
"Monroe","3","0",2020-10-22,0
"Monson","540","10",2020-10-22,10
"Montague","620","<5",2020-10-22,2
"Monterey","69","0",2020-10-22,0
"Montgomery","15","0",2020-10-22,0
"Mount Washington","6","0",2020-10-22,0
"Nahant","290","<5",2020-10-22,2
"Nantucket","751","11",2020-10-22,11
"Natick","3533","30",2020-10-22,30
"Needham","3786","9",2020-10-22,9
"New Ashford","9","0",2020-10-22,0
"New Bedford","5687","181",2020-10-22,181
"New Braintree","55","0",2020-10-22,0
"New Marlborough","45","0",2020-10-22,0
"New Salem","76","0",2020-10-22,0
"Newbury","756","<5",2020-10-22,2
"Newburyport","1995","19",2020-10-22,19
"Newton*","24023","73",2020-10-22,73
"Norfolk","747","<5",2020-10-22,2
"North Adams","1412","<5",2020-10-22,2
"North Andover*","9740","40",2020-10-22,40
"North Attleborough","1760","19",2020-10-22,19
"North Brookfield","244","<5",2020-10-22,2
"North Reading","1485","9",2020-10-22,9
"Northampton","4223","6",2020-10-22,6
"Northborough","1560","11",2020-10-22,11
"Northbridge","1198","11",2020-10-22,11
"Northfield","221","<5",2020-10-22,2
"Norton","5842","17",2020-10-22,17
"Norwell","965","8",2020-10-22,8
"Norwood","2640","34",2020-10-22,34
"Oak Bluffs","292","<5",2020-10-22,2
"Oakham","103","0",2020-10-22,0
"Orange","576","<5",2020-10-22,2
"Orleans","259","0",2020-10-22,0
"Otis","67","0",2020-10-22,0
"Oxford","867","18",2020-10-22,18
"Palmer","791","7",2020-10-22,7
"Paxton","1924","5",2020-10-22,5
"Peabody","3908","60",2020-10-22,60
"Pelham","62","0",2020-10-22,0
"Pembroke","1140","29",2020-10-22,29
"Pepperell","619","11",2020-10-22,11
"Peru","17","0",2020-10-22,0
"Petersham","82","0",2020-10-22,0
"Phillipston","67","0",2020-10-22,0
"Pittsfield","2147","5",2020-10-22,5
"Plainfield","32","0",2020-10-22,0
"Plainville","690","7",2020-10-22,7
"Plymouth","3759","94",2020-10-22,94
"Plympton","158","0",2020-10-22,0
"Princeton","268","0",2020-10-22,0
"Provincetown","149","0",2020-10-22,0
"Quincy","8084","92",2020-10-22,92
"Randolph","2782","61",2020-10-22,61
"Raynham","1060","26",2020-10-22,26
"Reading","2091","17",2020-10-22,17
"Rehoboth","690","12",2020-10-22,12
"Revere","6238","230",2020-10-22,230
"Richmond","72","0",2020-10-22,0
"Rochester","342","8",2020-10-22,8
"Rockland","1039","32",2020-10-22,32
"Rockport","419","<5",2020-10-22,2
"Rowe","27","0",2020-10-22,0
"Rowley","473","<5",2020-10-22,2
"Royalston","73","0",2020-10-22,0
"Russell","119","<5",2020-10-22,2
"Rutland","721","<5",2020-10-22,2
"Salem","4496","37",2020-10-22,37
"Salisbury","546","9",2020-10-22,9
"Sandisfield","65","0",2020-10-22,0
"Sandwich","1154","7",2020-10-22,7
"Saugus","2694","71",2020-10-22,71
"Savoy","25","0",2020-10-22,0
"Scituate","1438","23",2020-10-22,23
"Seekonk","774","19",2020-10-22,19
"Sharon","1628","7",2020-10-22,7
"Sheffield","1479","<5",2020-10-22,2
"Shelburne","324","0",2020-10-22,0
"Sherborn","377","<5",2020-10-22,2
"Shirley","404","<5",2020-10-22,2
"Shrewsbury","3405","53",2020-10-22,53
"Shutesbury","175","0",2020-10-22,0
"Somerset","1282","22",2020-10-22,22
"Somerville","24435","91",2020-10-22,91
"South Hadley","2088","5",2020-10-22,5
"Southampton","435","<5",2020-10-22,2
"Southborough","1557","9",2020-10-22,9
"Southbridge","1061","15",2020-10-22,15
"Southwick","543","6",2020-10-22,6
"Spencer","796","<5",2020-10-22,2
"Springfield","13267","260",2020-10-22,260
"Sterling","662","<5",2020-10-22,2
"Stockbridge","106","0",2020-10-22,0
"Stoneham","2175","19",2020-10-22,19
"Stoughton","1997","14",2020-10-22,14
"Stow","555","7",2020-10-22,7
"Sturbridge","640","6",2020-10-22,6
"Sudbury","1452","12",2020-10-22,12
"Sunderland","1682","<5",2020-10-22,2
"Sutton","642","7",2020-10-22,7
"Swampscott","1486","16",2020-10-22,16
"Swansea","962","12",2020-10-22,12
"Taunton","3794","42",2020-10-22,42
"Templeton","478","<5",2020-10-22,2
"Tewksbury","3297","24",2020-10-22,24
"Tisbury","576","<5",2020-10-22,2
"Tolland","11","0",2020-10-22,0
"Topsfield","567","5",2020-10-22,5
"Townsend","519","6",2020-10-22,6
"Truro","88","0",2020-10-22,0
"Tyngsborough","818","16",2020-10-22,16
"Tyringham","21","0",2020-10-22,0
"Upton","533","<5",2020-10-22,2
"Uxbridge","981","13",2020-10-22,13
"Wakefield","2816","59",2020-10-22,59
"Wales","83","0",2020-10-22,0
"Walpole","2130","20",2020-10-22,20
"Waltham","20488","130",2020-10-22,130
"Ware","658","6",2020-10-22,6
"Wareham","1002","24",2020-10-22,24
"Warren","231","0",2020-10-22,0
"Warwick","26","0",2020-10-22,0
"Washington","13","0",2020-10-22,0
"Watertown","4035","23",2020-10-22,23
"Wayland","1252","<5",2020-10-22,2
"Webster","1596","49",2020-10-22,49
"Wellesley","10056","7",2020-10-22,7
"Wellfleet","140","0",2020-10-22,0
"Wendell","66","0",2020-10-22,0
"Wenham","570","0",2020-10-22,0
"West Boylston","592","7",2020-10-22,7
"West Bridgewater","691","11",2020-10-22,11
"West Brookfield","280","0",2020-10-22,0
"West Newbury","393","5",2020-10-22,5
"West Springfield","1790","28",2020-10-22,28
"West Stockbridge","78","0",2020-10-22,0
"West Tisbury","217","0",2020-10-22,0
"Westborough","1772","16",2020-10-22,16
"Westfield","2537","52",2020-10-22,52
"Westford","1722","25",2020-10-22,25
"Westhampton","58","0",2020-10-22,0
"Westminster","484","<5",2020-10-22,2
"Weston","1589","7",2020-10-22,7
"Westport","941","21",2020-10-22,21
"Westwood","1285","15",2020-10-22,15
"Weymouth","3638","82",2020-10-22,82
"Whately","73","0",2020-10-22,0
"Whitman","955","17",2020-10-22,17
"Wilbraham","2373","16",2020-10-22,16
"Williamsburg","301","0",2020-10-22,0
"Williamstown","6809","<5",2020-10-22,2
"Wilmington","1682","20",2020-10-22,20
"Winchendon","539","8",2020-10-22,8
"Winchester","2331","17",2020-10-22,17
"Windsor","37","0",2020-10-22,0
"Winthrop","2941","28",2020-10-22,28
"Woburn","3469","62",2020-10-22,62
"Worcester","38220","325",2020-10-22,325
"Worthington","70","0",2020-10-22,0
"Wrentham","1305","20",2020-10-22,20
"Yarmouth","1110","<5",2020-10-22,2
"Unknown4","12488","24",2020-10-22,24
"State","885959","8980",2020-10-22,8980
