"town","tests_total","tests_pos","dt","tests_posn"
"Oxford",1014,"41",2020-12-03,41
"Palmer",1123,"57",2020-12-03,57
"Paxton",712,"29",2020-12-03,29
"Peabody",7588,"526",2020-12-03,526
"Pelham",47,"2",2020-12-03,2
"Pembroke",1315,"56",2020-12-03,56
"Pepperell",816,"28",2020-12-03,28
"Peru",19,"0",2020-12-03,0
"Petersham",85,"1",2020-12-03,1
"Phillipston",90,"4",2020-12-03,4
"Pittsfield",6479,"398",2020-12-03,398
"Plainfield",58,"7",2020-12-03,7
"Plainville",855,"27",2020-12-03,27
"Plymouth",5266,"161",2020-12-03,161
"Plympton",200,"10",2020-12-03,10
"Princeton",387,"18",2020-12-03,18
"Provincetown",218,"0",2020-12-03,0
"Quincy",10504,"375",2020-12-03,375
"Randolph",3643,"206",2020-12-03,206
"Raynham",1419,"69",2020-12-03,69
"Reading",3124,"96",2020-12-03,96
"Rehoboth",1056,"83",2020-12-03,83
"Revere",8068,"633",2020-12-03,633
"Richmond",126,"3",2020-12-03,3
"Rochester",485,"23",2020-12-03,23
"Rockland",1475,"71",2020-12-03,71
"Rockport",535,"10",2020-12-03,10
"Rowe",29,"0",2020-12-03,0
"Rowley",604,"15",2020-12-03,15
"Royalston",88,"2",2020-12-03,2
"Russell",128,"8",2020-12-03,8
"Rutland",930,"52",2020-12-03,52
"Salem",9297,"351",2020-12-03,351
"Salisbury",721,"50",2020-12-03,50
"Sandisfield",78,"1",2020-12-03,1
"Sandwich",1732,"18",2020-12-03,18
"Saugus",3766,"236",2020-12-03,236
"Savoy",54,"1",2020-12-03,1
"Scituate",1678,"37",2020-12-03,37
"Seekonk",1117,"132",2020-12-03,132
"Sharon",1841,"56",2020-12-03,56
"Sheffield",824,"7",2020-12-03,7
"Shelburne",258,"2",2020-12-03,2
"Sherborn",528,"10",2020-12-03,10
"Shirley",608,"119",2020-12-03,119
"Shrewsbury",4245,"172",2020-12-03,172
"Shutesbury",193,"0",2020-12-03,0
"Somerset",1860,"148",2020-12-03,148
"Somerville",34964,"424",2020-12-03,424
"South Hadley",2364,"57",2020-12-03,57
"Southampton",581,"15",2020-12-03,15
"Southborough",1636,"35",2020-12-03,35
"Southbridge",1421,"157",2020-12-03,157
"Southwick",797,"58",2020-12-03,58
"Spencer",1051,"63",2020-12-03,63
"Springfield",18734,"1768",2020-12-03,1768
"Sterling",935,"63",2020-12-03,63
"Stockbridge",303,"5",2020-12-03,5
"Stoneham",3122,"169",2020-12-03,169
"Stoughton",2596,"136",2020-12-03,136
"Stow",755,"25",2020-12-03,25
"Sturbridge",794,"40",2020-12-03,40
"Sudbury",2186,"25",2020-12-03,25
"Sunderland",1336,"14",2020-12-03,14
"Sutton",914,"73",2020-12-03,73
"Swampscott",3027,"78",2020-12-03,78
"Swansea",1713,"148",2020-12-03,148
"Taunton",5498,"294",2020-12-03,294
"Templeton",699,"25",2020-12-03,25
"Tewksbury",4481,"234",2020-12-03,234
"Tisbury",1136,"24",2020-12-03,24
"Tolland",16,"1",2020-12-03,1
"Topsfield",1026,"25",2020-12-03,25
"Townsend",666,"21",2020-12-03,21
"Truro",79,"1",2020-12-03,1
"Tyngsborough",1093,"86",2020-12-03,86
"Tyringham",20,"0",2020-12-03,0
"Upton",715,"38",2020-12-03,38
"Uxbridge",1131,"61",2020-12-03,61
"Wakefield",3649,"152",2020-12-03,152
"Wales",94,"4",2020-12-03,4
"Walpole",2606,"95",2020-12-03,95
"Waltham",15527,"242",2020-12-03,242
"Ware",911,"35",2020-12-03,35
"Wareham",1581,"82",2020-12-03,82
"Warren",271,"6",2020-12-03,6
"Warwick",45,"0",2020-12-03,0
"Washington",34,"0",2020-12-03,0
"Watertown",5156,"145",2020-12-03,145
"Wayland",1979,"23",2020-12-03,23
"Webster",1792,"69",2020-12-03,69
"Wellesley",10239,"90",2020-12-03,90
"Wellfleet",169,"6",2020-12-03,6
"Wendell",76,"4",2020-12-03,4
"Wenham",1023,"38",2020-12-03,38
"West Boylston",875,"52",2020-12-03,52
"West Bridgewater",859,"20",2020-12-03,20
"West Brookfield",372,"14",2020-12-03,14
"West Newbury",456,"11",2020-12-03,11
"West Springfield",3265,"256",2020-12-03,256
"West Stockbridge",133,"5",2020-12-03,5
"West Tisbury",372,"10",2020-12-03,10
"Westborough",2706,"97",2020-12-03,97
"Westfield",3760,"175",2020-12-03,175
"Westford",2100,"69",2020-12-03,69
"Westhampton",76,"3",2020-12-03,3
"Westminster",673,"28",2020-12-03,28
"Weston",2123,"33",2020-12-03,33
"Westport",1613,"122",2020-12-03,122
"Westwood",1847,"58",2020-12-03,58
"Weymouth",4515,"155",2020-12-03,155
"Whately",92,"4",2020-12-03,4
"Whitman",1144,"62",2020-12-03,62
"Wilbraham",2433,"71",2020-12-03,71
"Williamsburg",369,"3",2020-12-03,3
"Williamstown",4193,"9",2020-12-03,9
"Wilmington",2525,"142",2020-12-03,142
"Winchendon",813,"39",2020-12-03,39
"Winchester",3788,"74",2020-12-03,74
"Windsor",62,"2",2020-12-03,2
"Winthrop",4443,"174",2020-12-03,174
"Woburn",5714,"301",2020-12-03,301
"Worcester",42399,"1437",2020-12-03,1437
"Worthington",122,"3",2020-12-03,3
"Wrentham",1674,"54",2020-12-03,54
"Yarmouth",2455,"106",2020-12-03,106
"Unknown",17233,"161",2020-12-03,161
"State",1084537,"40465",2020-12-03,40465
