"town","tests_total","tests_pos","dt","tests_posn"
"Richmond",90,"6",2020-11-12,6
"Rochester",407,"7",2020-11-12,7
"Rockland",1253,"55",2020-11-12,55
"Rockport",420,"4",2020-11-12,4
"Rowe",36,"0",2020-11-12,0
"Rowley",471,"14",2020-11-12,14
"Royalston",105,"0",2020-11-12,0
"Russell",140,"2",2020-11-12,2
"Rutland",829,"8",2020-11-12,8
"Salem",6375,"184",2020-11-12,184
"Salisbury",644,"23",2020-11-12,23
"Sandisfield",60,"0",2020-11-12,0
"Sandwich",980,"23",2020-11-12,23
"Saugus",3417,"164",2020-11-12,164
"Savoy",39,"0",2020-11-12,0
"Scituate",1271,"22",2020-11-12,22
"Seekonk",1113,"68",2020-11-12,68
"Sharon",1556,"22",2020-11-12,22
"Sheffield",962,"3",2020-11-12,3
"Shelburne",286,"5",2020-11-12,5
"Sherborn",397,"1",2020-11-12,1
"Shirley",692,"47",2020-11-12,47
"Shrewsbury",3841,"75",2020-11-12,75
"Shutesbury",180,"0",2020-11-12,0
"Somerset",2037,"135",2020-11-12,135
"Somerville",26372,"201",2020-11-12,201
"South Hadley",2402,"24",2020-11-12,24
"Southampton",526,"14",2020-11-12,14
"Southborough",2138,"8",2020-11-12,8
"Southbridge",1230,"47",2020-11-12,47
"Southwick",728,"21",2020-11-12,21
"Spencer",914,"25",2020-11-12,25
"Springfield",18161,"959",2020-11-12,959
"Sterling",766,"15",2020-11-12,15
"Stockbridge",110,"1",2020-11-12,1
"Stoneham",2786,"55",2020-11-12,55
"Stoughton",2544,"74",2020-11-12,74
"Stow",694,"8",2020-11-12,8
"Sturbridge",730,"12",2020-11-12,12
"Sudbury",1715,"11",2020-11-12,11
"Sunderland",1693,"7",2020-11-12,7
"Sutton",862,"17",2020-11-12,17
"Swampscott",1995,"22",2020-11-12,22
"Swansea",1701,"90",2020-11-12,90
"Taunton",5038,"141",2020-11-12,141
"Templeton",682,"19",2020-11-12,19
"Tewksbury",4320,"79",2020-11-12,79
"Tisbury",816,"33",2020-11-12,33
"Tolland",9,"0",2020-11-12,0
"Topsfield",765,"6",2020-11-12,6
"Townsend",640,"21",2020-11-12,21
"Truro",93,"1",2020-11-12,1
"Tyngsborough",953,"45",2020-11-12,45
"Tyringham",20,"0",2020-11-12,0
"Upton",557,"10",2020-11-12,10
"Uxbridge",1231,"80",2020-11-12,80
"Wakefield",3021,"53",2020-11-12,53
"Wales",100,"2",2020-11-12,2
"Walpole",2440,"57",2020-11-12,57
"Waltham",20181,"195",2020-11-12,195
"Ware",881,"14",2020-11-12,14
"Wareham",1230,"50",2020-11-12,50
"Warren",266,"4",2020-11-12,4
"Warwick",43,"1",2020-11-12,1
"Washington",21,"0",2020-11-12,0
"Watertown",4508,"83",2020-11-12,83
"Wayland",1596,"22",2020-11-12,22
"Webster",1693,"45",2020-11-12,45
"Wellesley",10356,"24",2020-11-12,24
"Wellfleet",120,"4",2020-11-12,4
"Wendell",72,"0",2020-11-12,0
"Wenham",475,"7",2020-11-12,7
"West Boylston",640,"8",2020-11-12,8
"West Bridgewater",892,"13",2020-11-12,13
"West Brookfield",362,"2",2020-11-12,2
"West Newbury",380,"4",2020-11-12,4
"West Springfield",2557,"138",2020-11-12,138
"West Stockbridge",101,"1",2020-11-12,1
"West Tisbury",273,"0",2020-11-12,0
"Westborough",2065,"26",2020-11-12,26
"Westfield",3371,"147",2020-11-12,147
"Westford",1717,"23",2020-11-12,23
"Westhampton",76,"0",2020-11-12,0
"Westminster",792,"24",2020-11-12,24
"Weston",1614,"18",2020-11-12,18
"Westport",1466,"122",2020-11-12,122
"Westwood",1448,"23",2020-11-12,23
"Weymouth",4006,"97",2020-11-12,97
"Whately",107,"0",2020-11-12,0
"Whitman",1188,"56",2020-11-12,56
"Wilbraham",2724,"50",2020-11-12,50
"Williamsburg",357,"0",2020-11-12,0
"Williamstown",6856,"3",2020-11-12,3
"Wilmington",2068,"57",2020-11-12,57
"Winchendon",796,"30",2020-11-12,30
"Winchester",2841,"44",2020-11-12,44
"Windsor",40,"0",2020-11-12,0
"Winthrop",4763,"231",2020-11-12,231
"Woburn",4055,"153",2020-11-12,153
"Worcester",40136,"682",2020-11-12,682
"Worthington",74,"0",2020-11-12,0
"Wrentham",1501,"33",2020-11-12,33
"Yarmouth",1224,"22",2020-11-12,22
"Unknown",14417,"110",2020-11-12,110
"State",1024534,"23507",2020-11-12,23507
