"town","tests_total","tests_pos","dt","tests_posn"
"Carlisle",312,"<5",2020-10-29,2
"Carver",648,"8",2020-10-29,8
"Charlemont",86,"0",2020-10-29,0
"Charlton",1010,"8",2020-10-29,8
"Chatham",265,"<5",2020-10-29,2
"Chelmsford*",2777,"64",2020-10-29,64
"Chelsea",4707,"172",2020-10-29,172
"Cheshire",166,"<5",2020-10-29,2
"Chester",49,"0",2020-10-29,0
"Chesterfield",69,"<5",2020-10-29,2
"Chicopee",4234,"113",2020-10-29,113
"Chilmark",119,"0",2020-10-29,0
"Clarksburg",83,"0",2020-10-29,0
"Clinton",977,"25",2020-10-29,25
"Cohasset",658,"9",2020-10-29,9
"Colrain",119,"<5",2020-10-29,2
"Concord",2079,"7",2020-10-29,7
"Conway",148,"0",2020-10-29,0
"Cummington",61,"0",2020-10-29,0
"Dalton",346,"<5",2020-10-29,2
"Danvers",2495,"35",2020-10-29,35
"Dartmouth",3376,"59",2020-10-29,59
"Dedham",2644,"45",2020-10-29,45
"Deerfield",2213,"<5",2020-10-29,2
"Dennis",611,"<5",2020-10-29,2
"Dighton",479,"15",2020-10-29,15
"Douglas",508,"9",2020-10-29,9
"Dover",569,"7",2020-10-29,7
"Dracut",2377,"43",2020-10-29,43
"Dudley",3378,"6",2020-10-29,6
"Dunstable",219,"<5",2020-10-29,2
"Duxbury",1281,"17",2020-10-29,17
"East Bridgewater",869,"19",2020-10-29,19
"East Brookfield",143,"<5",2020-10-29,2
"East Longmeadow",1619,"43",2020-10-29,43
"Eastham",213,"<5",2020-10-29,2
"Easthampton",2954,"17",2020-10-29,17
"Easton",5745,"19",2020-10-29,19
"Edgartown",406,"<5",2020-10-29,2
"Egremont",60,"0",2020-10-29,0
"Erving",162,"<5",2020-10-29,2
"Essex",213,"0",2020-10-29,0
"Everett",4695,"166",2020-10-29,166
"Fairhaven*",2005,"42",2020-10-29,42
"Fall River",6523,"289",2020-10-29,289
"Falmouth",2320,"10",2020-10-29,10
"Fitchburg",2990,"126",2020-10-29,126
"Florida",28,"0",2020-10-29,0
"Foxborough",2596,"21",2020-10-29,21
"Framingham",7223,"121",2020-10-29,121
"Franklin",2071,"27",2020-10-29,27
"Freetown",585,"12",2020-10-29,12
"Gardner",1605,"26",2020-10-29,26
"Georgetown",669,"11",2020-10-29,11
"Gill",162,"0",2020-10-29,0
"Gloucester",4218,"76",2020-10-29,76
"Goshen",37,"0",2020-10-29,0
"Gosnold",0,"0",2020-10-29,0
"Grafton",1803,"15",2020-10-29,15
"Granby",597,"11",2020-10-29,11
"Granville",98,"<5",2020-10-29,2
"Great Barrington",1111,"<5",2020-10-29,2
"Greenfield",1635,"11",2020-10-29,11
"Groton",1276,"7",2020-10-29,7
"Groveland",496,"<5",2020-10-29,2
"Hadley",1325,"<5",2020-10-29,2
"Halifax",453,"8",2020-10-29,8
"Hamilton",468,"<5",2020-10-29,2
"Hampden",463,"<5",2020-10-29,2
"Hancock",11,"0",2020-10-29,0
"Hanover",1119,"28",2020-10-29,28
"Hanson",681,"17",2020-10-29,17
"Hardwick",123,"0",2020-10-29,0
"Harvard",380,"<5",2020-10-29,2
"Harwich",598,"8",2020-10-29,8
"Hatfield",289,"0",2020-10-29,0
"Haverhill",6622,"111",2020-10-29,111
"Hawley",3,"0",2020-10-29,0
"Heath",34,"0",2020-10-29,0
"Hingham",2454,"41",2020-10-29,41
"Hinsdale",106,"0",2020-10-29,0
"Holbrook",786,"12",2020-10-29,12
"Holden",1627,"12",2020-10-29,12
"Holland",161,"<5",2020-10-29,2
"Holliston",1197,"25",2020-10-29,25
"Holyoke",3781,"103",2020-10-29,103
"Hopedale",396,"5",2020-10-29,5
"Hopkinton",1410,"16",2020-10-29,16
"Hubbardston",361,"6",2020-10-29,6
"Hudson",1348,"29",2020-10-29,29
"Hull",596,"<5",2020-10-29,2
"Huntington",156,"<5",2020-10-29,2
"Ipswich",1003,"14",2020-10-29,14
"Kingston*",1165,"19",2020-10-29,19
"Lakeville",767,"25",2020-10-29,25
"Lancaster",424,"5",2020-10-29,5
"Lanesborough",164,"<5",2020-10-29,2
"Lawrence",9465,"652",2020-10-29,652
"Lee",286,"<5",2020-10-29,2
"Leicester",925,"17",2020-10-29,17
"Lenox",294,"<5",2020-10-29,2
"Leominster",3043,"97",2020-10-29,97
"Leverett",281,"<5",2020-10-29,2
"Lexington",2598,"10",2020-10-29,10
"Leyden",18,"0",2020-10-29,0
"Lincoln",488,"<5",2020-10-29,2
"Littleton",725,"12",2020-10-29,12
"Longmeadow",1616,"13",2020-10-29,13
"Lowell",9085,"288",2020-10-29,288
"Ludlow",1688,"22",2020-10-29,22
"Lunenburg",640,"9",2020-10-29,9
"Lynn",7999,"363",2020-10-29,363
"Lynnfield",1169,"22",2020-10-29,22
"Malden",6491,"129",2020-10-29,129
"Manchester",359,"<5",2020-10-29,2
"Mansfield",1916,"32",2020-10-29,32
"Marblehead",1369,"11",2020-10-29,11
"Marion",1011,"<5",2020-10-29,2
"Marlborough",3636,"75",2020-10-29,75
"Marshfield",1657,"42",2020-10-29,42
"Mashpee",888,"8",2020-10-29,8
"Mattapoisett",471,"5",2020-10-29,5
"Maynard",739,"9",2020-10-29,9
"Medfield",1081,"12",2020-10-29,12
"Medford",14231,"70",2020-10-29,70
"Medway",928,"10",2020-10-29,10
"Melrose",3151,"30",2020-10-29,30
"Mendon",443,"7",2020-10-29,7
"Merrimac",415,"0",2020-10-29,0
"Methuen",4820,"170",2020-10-29,170
"Middleborough*",1715,"29",2020-10-29,29
"Middlefield",10,"0",2020-10-29,0
"Middleton",715,"13",2020-10-29,13
"Milford",1792,"41",2020-10-29,41
"Millbury",923,"14",2020-10-29,14
"Millis",571,"<5",2020-10-29,2
"Millville",188,"<5",2020-10-29,2
"Milton*",4714,"28",2020-10-29,28
"Monroe",4,"0",2020-10-29,0
"Monson",584,"7",2020-10-29,7
"Montague",628,"<5",2020-10-29,2
"Monterey",63,"0",2020-10-29,0
"Montgomery",11,"0",2020-10-29,0
"Mount Washington",5,"0",2020-10-29,0
"Nahant",308,"6",2020-10-29,6
"Nantucket",869,"19",2020-10-29,19
"Natick",3355,"27",2020-10-29,27
"Needham",3574,"10",2020-10-29,10
"New Ashford",5,"0",2020-10-29,0
"New Bedford",6583,"317",2020-10-29,317
"New Braintree",55,"0",2020-10-29,0
"New Marlborough",52,"0",2020-10-29,0
"New Salem",75,"0",2020-10-29,0
"Newbury",670,"6",2020-10-29,6
"Newburyport",1725,"29",2020-10-29,29
"Newton*",24292,"72",2020-10-29,72
"Norfolk",750,"<5",2020-10-29,2
"North Adams",1358,"<5",2020-10-29,2
"North Andover*",10064,"60",2020-10-29,60
"North Attleborough",2013,"39",2020-10-29,39
"North Brookfield",269,"<5",2020-10-29,2
"North Reading",1535,"13",2020-10-29,13
"Northampton",4120,"6",2020-10-29,6
"Northborough",1544,"21",2020-10-29,21
"Northbridge",951,"9",2020-10-29,9
"Northfield",224,"<5",2020-10-29,2
"Norton",5872,"25",2020-10-29,25
"Norwell",1067,"8",2020-10-29,8
"Norwood",2651,"43",2020-10-29,43
"Oak Bluffs",272,"<5",2020-10-29,2
"Oakham",122,"<5",2020-10-29,2
"Orange",579,"<5",2020-10-29,2
"Orleans",249,"<5",2020-10-29,2
"Otis",90,"0",2020-10-29,0
"Oxford",909,"12",2020-10-29,12
"Palmer",878,"14",2020-10-29,14
"Paxton",1886,"<5",2020-10-29,2
"Peabody",4286,"102",2020-10-29,102
"Pelham",51,"0",2020-10-29,0
"Pembroke",1129,"37",2020-10-29,37
"Pepperell",641,"7",2020-10-29,7
"Peru",17,"0",2020-10-29,0
"Petersham",85,"0",2020-10-29,0
"Phillipston",77,"0",2020-10-29,0
"Pittsfield",2166,"15",2020-10-29,15
"Plainfield",30,"0",2020-10-29,0
"Plainville",697,"7",2020-10-29,7
"Plymouth",3939,"79",2020-10-29,79
"Plympton",143,"0",2020-10-29,0
"Princeton",282,"<5",2020-10-29,2
"Provincetown",148,"0",2020-10-29,0
"Quincy",7814,"99",2020-10-29,99
"Randolph",2868,"64",2020-10-29,64
"Raynham",1046,"24",2020-10-29,24
"Reading",2146,"23",2020-10-29,23
"Rehoboth",697,"10",2020-10-29,10
"Revere",6710,"336",2020-10-29,336
"Richmond",75,"<5",2020-10-29,2
"Rochester",366,"7",2020-10-29,7
"Rockland",1150,"41",2020-10-29,41
"Rockport",517,"<5",2020-10-29,2
"Rowe",24,"<5",2020-10-29,2
"Rowley",352,"<5",2020-10-29,2
"Royalston",112,"<5",2020-10-29,2
"Russell",128,"<5",2020-10-29,2
"Rutland",725,"<5",2020-10-29,2
"Salem",4551,"45",2020-10-29,45
"Salisbury",566,"13",2020-10-29,13
"Sandisfield",71,"0",2020-10-29,0
"Sandwich",1277,"8",2020-10-29,8
"Saugus",2852,"97",2020-10-29,97
"Savoy",31,"<5",2020-10-29,2
"Scituate",1388,"19",2020-10-29,19
"Seekonk",852,"40",2020-10-29,40
"Sharon",1541,"8",2020-10-29,8
"Sheffield",1119,"<5",2020-10-29,2
"Shelburne",337,"<5",2020-10-29,2
"Sherborn",353,"<5",2020-10-29,2
"Shirley",480,"5",2020-10-29,5
"Shrewsbury",3427,"45",2020-10-29,45
"Shutesbury",170,"0",2020-10-29,0
"Somerset*",1474,"51",2020-10-29,51
"Somerville",23943,"80",2020-10-29,80
"South Hadley",2180,"7",2020-10-29,7
"Southampton",441,"5",2020-10-29,5
"Southborough",1674,"14",2020-10-29,14
"Southbridge",1084,"14",2020-10-29,14
"Southwick",583,"5",2020-10-29,5
"Spencer",816,"<5",2020-10-29,2
"Springfield",14523,"352",2020-10-29,352
"Sterling",714,"5",2020-10-29,5
"Stockbridge",113,"0",2020-10-29,0
"Stoneham",2240,"18",2020-10-29,18
"Stoughton",2055,"29",2020-10-29,29
"Stow",528,"6",2020-10-29,6
"Sturbridge",713,"9",2020-10-29,9
"Sudbury",1332,"11",2020-10-29,11
"Sunderland",1645,"<5",2020-10-29,2
"Sutton",665,"10",2020-10-29,10
"Swampscott",1699,"14",2020-10-29,14
"Swansea",1127,"29",2020-10-29,29
"Taunton",3904,"98",2020-10-29,98
"Templeton",617,"7",2020-10-29,7
"Tewksbury",3839,"51",2020-10-29,51
"Tisbury",566,"<5",2020-10-29,2
"Tolland",4,"0",2020-10-29,0
"Topsfield",716,"<5",2020-10-29,2
"Townsend",586,"15",2020-10-29,15
"Truro",104,"0",2020-10-29,0
"Tyngsborough",723,"31",2020-10-29,31
"Tyringham",20,"0",2020-10-29,0
"Upton",536,"<5",2020-10-29,2
"Uxbridge",1081,"9",2020-10-29,9
"Wakefield",2840,"58",2020-10-29,58
"Wales",87,"<5",2020-10-29,2
"Walpole",2096,"25",2020-10-29,25
"Waltham",19715,"160",2020-10-29,160
"Ware",716,"11",2020-10-29,11
"Wareham",1123,"35",2020-10-29,35
"Warren",274,"0",2020-10-29,0
"Warwick",36,"0",2020-10-29,0
"Washington",16,"0",2020-10-29,0
"Watertown",4015,"34",2020-10-29,34
"Wayland",1245,"11",2020-10-29,11
"Webster",1659,"38",2020-10-29,38
"Wellesley",9959,"14",2020-10-29,14
"Wellfleet",122,"0",2020-10-29,0
"Wendell",70,"0",2020-10-29,0
"Wenham",415,"<5",2020-10-29,2
"West Boylston",567,"9",2020-10-29,9
"West Bridgewater",789,"15",2020-10-29,15
"West Brookfield",354,"<5",2020-10-29,2
"West Newbury",333,"<5",2020-10-29,2
"West Springfield",1958,"66",2020-10-29,66
"West Stockbridge",83,"0",2020-10-29,0
"West Tisbury",187,"0",2020-10-29,0
"Westborough",1765,"23",2020-10-29,23
"Westfield",2743,"89",2020-10-29,89
"Westford",1579,"13",2020-10-29,13
"Westhampton",70,"0",2020-10-29,0
"Westminster",582,"6",2020-10-29,6
"Weston",1619,"10",2020-10-29,10
"Westport",1060,"33",2020-10-29,33
"Westwood",1356,"21",2020-10-29,21
"Weymouth",3672,"71",2020-10-29,71
"Whately",82,"0",2020-10-29,0
"Whitman",971,"25",2020-10-29,25
"Wilbraham",2371,"14",2020-10-29,14
"Williamsburg",284,"0",2020-10-29,0
"Williamstown",6580,"<5",2020-10-29,2
"Wilmington",1794,"30",2020-10-29,30
"Winchendon",669,"5",2020-10-29,5
"Winchester",2626,"36",2020-10-29,36
"Windsor",39,"0",2020-10-29,0
"Winthrop",3620,"96",2020-10-29,96
"Woburn",3344,"64",2020-10-29,64
"Worcester",38437,"386",2020-10-29,386
"Worthington",65,"0",2020-10-29,0
"Wrentham",1346,"20",2020-10-29,20
"Yarmouth",1116,"8",2020-10-29,8
"Unknown",12952,"19",2020-10-29,19
"State",899970,"11557",2020-10-29,11557
