"town","tests_total","tests_pos","dt","tests_posn"
"Nahant",603,"23",2020-11-27,23
"Nantucket",1539,"76",2020-11-27,76
"Natick",4946,"71",2020-11-27,71
"Needham",4885,"71",2020-11-27,71
"New Ashford",4,"0",2020-11-27,0
"New Bedford",10354,"748",2020-11-27,748
"New Braintree",76,"2",2020-11-27,2
"New Marlborough",95,"0",2020-11-27,0
"New Salem",73,"0",2020-11-27,0
"Newbury",963,"24",2020-11-27,24
"Newburyport",2543,"86",2020-11-27,86
"Newton",28526,"215",2020-11-27,215
"Norfolk",1036,"55",2020-11-27,55
"North Adams",1880,"21",2020-11-27,21
"North Andover",11049,"167",2020-11-27,167
"North Attleborough",2737,"130",2020-11-27,130
"North Brookfield",324,"13",2020-11-27,13
"North Reading",2399,"76",2020-11-27,76
"Northampton",5167,"64",2020-11-27,64
"Northborough",1997,"70",2020-11-27,70
"Northbridge",2253,"105",2020-11-27,105
"Northfield",296,"2",2020-11-27,2
"Norton",4427,"110",2020-11-27,110
"Norwell",1183,"11",2020-11-27,11
"Norwood",3819,"115",2020-11-27,115
"Oak Bluffs",557,"36",2020-11-27,36
"Oakham",172,"4",2020-11-27,4
"Orange",650,"5",2020-11-27,5
"Orleans",304,"4",2020-11-27,4
"Otis",106,"2",2020-11-27,2
"Oxford",1169,"50",2020-11-27,50
"Palmer",1226,"50",2020-11-27,50
"Paxton",1008,"33",2020-11-27,33
"Peabody",7774,"463",2020-11-27,463
"Pelham",60,"2",2020-11-27,2
"Pembroke",1303,"48",2020-11-27,48
"Pepperell",860,"27",2020-11-27,27
"Peru",27,"1",2020-11-27,1
"Petersham",97,"0",2020-11-27,0
"Phillipston",95,"1",2020-11-27,1
"Pittsfield",6039,"247",2020-11-27,247
"Plainfield",56,"6",2020-11-27,6
"Plainville",915,"24",2020-11-27,24
"Plymouth",5424,"160",2020-11-27,160
"Plympton",211,"10",2020-11-27,10
"Princeton",384,"15",2020-11-27,15
"Provincetown",182,"0",2020-11-27,0
"Quincy",11169,"298",2020-11-27,298
"Randolph",3920,"186",2020-11-27,186
"Raynham",1489,"51",2020-11-27,51
"Reading",3186,"99",2020-11-27,99
"Rehoboth",1109,"66",2020-11-27,66
"Revere",8805,"593",2020-11-27,593
"Richmond",107,"1",2020-11-27,1
"Rochester",476,"18",2020-11-27,18
"Rockland",1391,"65",2020-11-27,65
"Rockport",507,"12",2020-11-27,12
"Rowe",27,"0",2020-11-27,0
"Rowley",553,"12",2020-11-27,12
"Royalston",103,"2",2020-11-27,2
"Russell",140,"4",2020-11-27,4
"Rutland",930,"40",2020-11-27,40
"Salem",8673,"380",2020-11-27,380
"Salisbury",785,"44",2020-11-27,44
"Sandisfield",83,"0",2020-11-27,0
"Sandwich",1693,"20",2020-11-27,20
"Saugus",3856,"224",2020-11-27,224
"Savoy",53,"1",2020-11-27,1
"Scituate",1588,"44",2020-11-27,44
"Seekonk",1210,"91",2020-11-27,91
"Sharon",1916,"51",2020-11-27,51
"Sheffield",1255,"5",2020-11-27,5
"Shelburne",290,"2",2020-11-27,2
"Sherborn",464,"6",2020-11-27,6
"Shirley",792,"188",2020-11-27,188
"Shrewsbury",4535,"176",2020-11-27,176
"Shutesbury",220,"1",2020-11-27,1
"Somerset",1983,"167",2020-11-27,167
"Somerville",33713,"433",2020-11-27,433
"South Hadley",2714,"58",2020-11-27,58
"Southampton",616,"13",2020-11-27,13
"Southborough",1908,"16",2020-11-27,16
"Southbridge",1528,"147",2020-11-27,147
"Southwick",813,"63",2020-11-27,63
"Spencer",1089,"53",2020-11-27,53
"Springfield",20717,"1696",2020-11-27,1696
"Sterling",1001,"62",2020-11-27,62
"Stockbridge",326,"5",2020-11-27,5
"Stoneham",3467,"141",2020-11-27,141
"Stoughton",2774,"122",2020-11-27,122
"Stow",798,"29",2020-11-27,29
"Sturbridge",859,"32",2020-11-27,32
"Sudbury",2018,"31",2020-11-27,31
"Sunderland",1676,"18",2020-11-27,18
"Sutton",933,"50",2020-11-27,50
"Swampscott",2774,"60",2020-11-27,60
"Swansea",2043,"190",2020-11-27,190
"Taunton",5730,"316",2020-11-27,316
"Templeton",788,"35",2020-11-27,35
"Tewksbury",4487,"201",2020-11-27,201
"Tisbury",1212,"36",2020-11-27,36
"Tolland",12,"2",2020-11-27,2
"Topsfield",914,"14",2020-11-27,14
"Townsend",723,"28",2020-11-27,28
"Truro",83,"1",2020-11-27,1
"Tyngsborough",1169,"70",2020-11-27,70
"Tyringham",26,"0",2020-11-27,0
"Upton",737,"29",2020-11-27,29
"Uxbridge",1267,"65",2020-11-27,65
"Wakefield",3598,"136",2020-11-27,136
"Wales",115,"5",2020-11-27,5
"Walpole",2754,"82",2020-11-27,82
"Waltham",20655,"243",2020-11-27,243
"Ware",983,"38",2020-11-27,38
"Wareham",1589,"67",2020-11-27,67
"Warren",292,"14",2020-11-27,14
"Warwick",43,"0",2020-11-27,0
"Washington",40,"0",2020-11-27,0
"Watertown",5493,"123",2020-11-27,123
"Wayland",1894,"25",2020-11-27,25
"Webster",2025,"76",2020-11-27,76
"Wellesley",11591,"90",2020-11-27,90
"Wellfleet",150,"4",2020-11-27,4
"Wendell",81,"1",2020-11-27,1
"Wenham",933,"34",2020-11-27,34
"West Boylston",907,"36",2020-11-27,36
"West Bridgewater",892,"16",2020-11-27,16
"West Brookfield",344,"16",2020-11-27,16
"West Newbury",400,"7",2020-11-27,7
"West Springfield",3569,"249",2020-11-27,249
"West Stockbridge",143,"2",2020-11-27,2
"West Tisbury",386,"7",2020-11-27,7
"Westborough",2725,"81",2020-11-27,81
"Westfield",3800,"169",2020-11-27,169
"Westford",2073,"68",2020-11-27,68
"Westhampton",94,"6",2020-11-27,6
"Westminster",769,"33",2020-11-27,33
"Weston",1929,"28",2020-11-27,28
"Westport",1634,"139",2020-11-27,139
"Westwood",1882,"56",2020-11-27,56
"Weymouth",4746,"159",2020-11-27,159
"Whately",108,"6",2020-11-27,6
"Whitman",1228,"62",2020-11-27,62
"Wilbraham",3145,"73",2020-11-27,73
"Williamsburg",389,"5",2020-11-27,5
"Williamstown",6757,"9",2020-11-27,9
"Wilmington",2582,"113",2020-11-27,113
"Winchendon",940,"59",2020-11-27,59
"Winchester",3607,"59",2020-11-27,59
"Windsor",53,"2",2020-11-27,2
"Winthrop",4644,"159",2020-11-27,159
"Woburn",6084,"314",2020-11-27,314
"Worcester",52047,"1420",2020-11-27,1420
"Worthington",132,"5",2020-11-27,5
"Wrentham",1664,"67",2020-11-27,67
"Yarmouth",2102,"90",2020-11-27,90
"Unknown",18579,"220",2020-11-27,220
"State",1187383,"39435",2020-11-27,39435
