"town","tests_total","tests_pos","dt","tests_posn"
"Huntington",59,"0",2020-07-15,0
"Ipswich",314,"0",2020-07-15,0
"Kingston",292,"5",2020-07-15,5
"Lakeville",112,"1",2020-07-15,1
"Lancaster",128,"0",2020-07-15,0
"Lanesborough",50,"0",2020-07-15,0
"Lawrence",3101,"196",2020-07-15,196
"Lee",80,"0",2020-07-15,0
"Leicester",202,"2",2020-07-15,2
"Lenox",126,"1",2020-07-15,1
"Leominster",869,"17",2020-07-15,17
"Leverett",50,"0",2020-07-15,0
"Lexington",540,"6",2020-07-15,6
"Leyden",4,"0",2020-07-15,0
"Lincoln",144,"1",2020-07-15,1
"Littleton",194,"2",2020-07-15,2
"Longmeadow",322,"6",2020-07-15,6
"Lowell",2759,"82",2020-07-15,82
"Ludlow",413,"6",2020-07-15,6
"Lunenburg",182,"2",2020-07-15,2
"Lynn",2766,"116",2020-07-15,116
"Lynnfield",272,"4",2020-07-15,4
"Malden",1366,"36",2020-07-15,36
"Manchester",108,"0",2020-07-15,0
"Mansfield",305,"3",2020-07-15,3
"Marblehead",614,"8",2020-07-15,8
"Marion",68,"0",2020-07-15,0
"Marlborough",800,"14",2020-07-15,14
"Marshfield",426,"3",2020-07-15,3
"Mashpee",412,"7",2020-07-15,7
"Mattapoisett",94,"1",2020-07-15,1
"Maynard",183,"0",2020-07-15,0
"Medfield",219,"5",2020-07-15,5
"Medford",1452,"23",2020-07-15,23
"Medway",212,"2",2020-07-15,2
"Melrose",734,"13",2020-07-15,13
"Mendon",87,"1",2020-07-15,1
"Merrimac",95,"0",2020-07-15,0
"Methuen",1101,"28",2020-07-15,28
"Middleborough",289,"5",2020-07-15,5
"Middlefield",2,"0",2020-07-15,0
"Middleton",153,"4",2020-07-15,4
"Milford",694,"11",2020-07-15,11
"Millbury",234,"4",2020-07-15,4
"Millis",120,"1",2020-07-15,1
"Millville",53,"5",2020-07-15,5
"Milton",535,"6",2020-07-15,6
"Monroe",1,"0",2020-07-15,0
"Monson",129,"5",2020-07-15,5
"Montague",153,"0",2020-07-15,0
"Monterey",23,"1",2020-07-15,1
"Montgomery",4,"0",2020-07-15,0
"Mount Washington",0,"0",2020-07-15,0
"Nahant",65,"0",2020-07-15,0
"Nantucket",430,"3",2020-07-15,3
"Natick",711,"6",2020-07-15,6
"Needham",635,"8",2020-07-15,8
"New Ashford",2,"0",2020-07-15,0
"New Bedford",1357,"56",2020-07-15,56
"New Braintree",12,"1",2020-07-15,1
"New Marlborough",11,"0",2020-07-15,0
"New Salem",12,"1",2020-07-15,1
"Newbury",144,"0",2020-07-15,0
"Newburyport",448,"5",2020-07-15,5
"Newton",2285,"16",2020-07-15,16
"Norfolk",140,"1",2020-07-15,1
"North Adams",166,"2",2020-07-15,2
"North Andover",841,"14",2020-07-15,14
"North Attleborough",282,"11",2020-07-15,11
"North Brookfield",86,"1",2020-07-15,1
"North Reading",318,"5",2020-07-15,5
"Northampton",763,"3",2020-07-15,3
"Northborough",274,"1",2020-07-15,1
"Northbridge",299,"1",2020-07-15,1
"Northfield",45,"0",2020-07-15,0
"Norton",209,"3",2020-07-15,3
"Norwell",178,"1",2020-07-15,1
"Norwood",651,"8",2020-07-15,8
"Oak Bluffs",193,"0",2020-07-15,0
"Oakham",30,"0",2020-07-15,0
"Orange",182,"3",2020-07-15,3
"Orleans",131,"0",2020-07-15,0
"Otis",14,"0",2020-07-15,0
"Oxford",253,"1",2020-07-15,1
"Palmer",245,"2",2020-07-15,2
"Paxton",85,"1",2020-07-15,1
"Peabody",1339,"28",2020-07-15,28
"Pelham",24,"0",2020-07-15,0
"Pembroke",268,"5",2020-07-15,5
"Pepperell",137,"1",2020-07-15,1
"Peru",7,"0",2020-07-15,0
"Petersham",27,"0",2020-07-15,0
"Phillipston",26,"0",2020-07-15,0
"Pittsfield",794,"10",2020-07-15,10
"Plainfield",10,"0",2020-07-15,0
"Plainville",122,"0",2020-07-15,0
"Plymouth",1106,"26",2020-07-15,26
"Plympton",50,"0",2020-07-15,0
"Princeton",78,"0",2020-07-15,0
"Provincetown",77,"0",2020-07-15,0
"Quincy",1698,"40",2020-07-15,40
"Randolph",674,"22",2020-07-15,22
"Raynham",145,"3",2020-07-15,3
"Reading",600,"5",2020-07-15,5
"Rehoboth",130,"0",2020-07-15,0
"Revere",1424,"59",2020-07-15,59
"Richmond",30,"0",2020-07-15,0
"Rochester",49,"2",2020-07-15,2
"Rockland",270,"5",2020-07-15,5
"Rockport",150,"2",2020-07-15,2
"Rowe",1,"0",2020-07-15,0
"Rowley",162,"7",2020-07-15,7
"Royalston",22,"0",2020-07-15,0
"Russell",31,"4",2020-07-15,4
"Rutland",142,"2",2020-07-15,2
"Salem",1020,"13",2020-07-15,13
"Salisbury",150,"3",2020-07-15,3
"Sandisfield",15,"0",2020-07-15,0
"Sandwich",390,"4",2020-07-15,4
"Saugus",709,"14",2020-07-15,14
"Savoy",15,"0",2020-07-15,0
"Scituate",333,"5",2020-07-15,5
"Seekonk",185,"4",2020-07-15,4
"Sharon",327,"1",2020-07-15,1
"Sheffield",49,"0",2020-07-15,0
"Shelburne",80,"0",2020-07-15,0
"Sherborn",79,"0",2020-07-15,0
"Shirley",77,"1",2020-07-15,1
"Shrewsbury",860,"9",2020-07-15,9
"Shutesbury",38,"0",2020-07-15,0
"Somerset",221,"4",2020-07-15,4
"Somerville",2335,"19",2020-07-15,19
"South Hadley",281,"3",2020-07-15,3
"Southampton",101,"0",2020-07-15,0
"Southborough",181,"3",2020-07-15,3
"Southbridge",452,"4",2020-07-15,4
"Southwick",186,"3",2020-07-15,3
"Spencer",245,"0",2020-07-15,0
"Springfield",2986,"101",2020-07-15,101
"Sterling",144,"1",2020-07-15,1
"Stockbridge",85,"0",2020-07-15,0
"Stoneham",601,"6",2020-07-15,6
"Stoughton",441,"9",2020-07-15,9
"Stow",93,"0",2020-07-15,0
"Sturbridge",215,"1",2020-07-15,1
"Sudbury",287,"2",2020-07-15,2
"Sunderland",65,"0",2020-07-15,0
"Sutton",205,"0",2020-07-15,0
"Swampscott",344,"6",2020-07-15,6
"Swansea",168,"2",2020-07-15,2
"Taunton",521,"25",2020-07-15,25
"Templeton",172,"0",2020-07-15,0
"Tewksbury",661,"15",2020-07-15,15
"Tisbury",493,"3",2020-07-15,3
"Tolland",3,"0",2020-07-15,0
"Topsfield",142,"1",2020-07-15,1
"Townsend",134,"0",2020-07-15,0
"Truro",44,"0",2020-07-15,0
"Tyngsborough",221,"3",2020-07-15,3
"Tyringham",4,"0",2020-07-15,0
"Upton",112,"1",2020-07-15,1
"Uxbridge",232,"4",2020-07-15,4
"Wakefield",726,"5",2020-07-15,5
"Wales",33,"0",2020-07-15,0
"Walpole",438,"6",2020-07-15,6
"Waltham",1166,"22",2020-07-15,22
"Ware",193,"2",2020-07-15,2
"Wareham",220,"4",2020-07-15,4
"Warren",99,"2",2020-07-15,2
"Warwick",14,"0",2020-07-15,0
"Washington",5,"0",2020-07-15,0
"Watertown",656,"7",2020-07-15,7
"Wayland",331,"2",2020-07-15,2
"Webster",547,"11",2020-07-15,11
"Wellesley",544,"6",2020-07-15,6
"Wellfleet",54,"1",2020-07-15,1
"Wendell",13,"0",2020-07-15,0
"Wenham",80,"1",2020-07-15,1
"West Boylston",141,"5",2020-07-15,5
"West Bridgewater",103,"3",2020-07-15,3
"West Brookfield",121,"3",2020-07-15,3
"West Newbury",120,"0",2020-07-15,0
"West Springfield",488,"17",2020-07-15,17
"West Stockbridge",30,"0",2020-07-15,0
"West Tisbury",214,"5",2020-07-15,5
"Westborough",356,"2",2020-07-15,2
"Westfield",939,"14",2020-07-15,14
"Westford",391,"7",2020-07-15,7
"Westhampton",34,"0",2020-07-15,0
"Westminster",144,"1",2020-07-15,1
"Weston",319,"1",2020-07-15,1
"Westport",194,"2",2020-07-15,2
"Westwood",303,"4",2020-07-15,4
"Weymouth",994,"21",2020-07-15,21
"Whately",12,"0",2020-07-15,0
"Whitman",225,"3",2020-07-15,3
"Wilbraham",265,"2",2020-07-15,2
"Williamsburg",90,"1",2020-07-15,1
"Williamstown",117,"1",2020-07-15,1
"Wilmington",474,"5",2020-07-15,5
"Winchendon",174,"2",2020-07-15,2
"Winchester",597,"3",2020-07-15,3
"Windsor",9,"0",2020-07-15,0
"Winthrop",867,"40",2020-07-15,40
"Woburn",866,"18",2020-07-15,18
"Worcester",5105,"131",2020-07-15,131
"Worthington",27,"0",2020-07-15,0
"Wrentham",223,"2",2020-07-15,2
"Yarmouth",515,"0",2020-07-15,0
"Unknown",4768,"23",2020-07-15,23
"State",151282,"2888",2020-07-15,2888
