"town","tests_total","tests_pos","dt","tests_posn"
"Egremont",49,"0",2020-10-14,0
"Erving",131,"0",2020-10-14,0
"Essex",158,"<5",2020-10-14,2
"Everett",4553,"171",2020-10-14,171
"Fairhaven",1152,"22",2020-10-14,22
"Fall River",5635,"107",2020-10-14,107
"Falmouth",2409,"15",2020-10-14,15
"Fitchburg",2345,"23",2020-10-14,23
"Florida",34,"0",2020-10-14,0
"Foxborough",2591,"15",2020-10-14,15
"Framingham",7027,"186",2020-10-14,186
"Franklin",2151,"26",2020-10-14,26
"Freetown",541,"7",2020-10-14,7
"Gardner",1146,"8",2020-10-14,8
"Georgetown",599,"<5",2020-10-14,2
"Gill",181,"0",2020-10-14,0
"Gloucester",1438,"27",2020-10-14,27
"Goshen",39,"0",2020-10-14,0
"Gosnold",0,"0",2020-10-14,0
"Grafton",1725,"5",2020-10-14,5
"Granby",513,"<5",2020-10-14,2
"Granville",89,"<5",2020-10-14,2
"Great Barrington",1145,"<5",2020-10-14,2
"Greenfield",1410,"<5",2020-10-14,2
"Groton",1161,"6",2020-10-14,6
"Groveland",536,"5",2020-10-14,5
"Hadley",1355,"<5",2020-10-14,2
"Halifax",470,"<5",2020-10-14,2
"Hamilton",478,"0",2020-10-14,0
"Hampden",428,"<5",2020-10-14,2
"Hancock",6,"0",2020-10-14,0
"Hanover",1006,"21",2020-10-14,21
"Hanson",730,"18",2020-10-14,18
"Hardwick",290,"<5",2020-10-14,2
"Harvard",450,"<5",2020-10-14,2
"Harwich",548,"8",2020-10-14,8
"Hatfield",303,"<5",2020-10-14,2
"Haverhill",7802,"152",2020-10-14,152
"Hawley",1,"0",2020-10-14,0
"Heath",33,"0",2020-10-14,0
"Hingham",2076,"33",2020-10-14,33
"Hinsdale",104,"0",2020-10-14,0
"Holbrook",781,"15",2020-10-14,15
"Holden",1577,"12",2020-10-14,12
"Holland",136,"<5",2020-10-14,2
"Holliston",1219,"17",2020-10-14,17
"Holyoke",3262,"75",2020-10-14,75
"Hopedale",388,"<5",2020-10-14,2
"Hopkinton",1432,"9",2020-10-14,9
"Hubbardston",263,"<5",2020-10-14,2
"Hudson",1725,"51",2020-10-14,51
"Hull",620,"6",2020-10-14,6
"Huntington",120,"0",2020-10-14,0
"Ipswich",864,"<5",2020-10-14,2
"Kingston",1147,"41",2020-10-14,41
"Lakeville",658,"9",2020-10-14,9
"Lancaster",472,"<5",2020-10-14,2
"Lanesborough",146,"0",2020-10-14,0
"Lawrence",8717,"517",2020-10-14,517
"Lee",245,"<5",2020-10-14,2
"Leicester",920,"16",2020-10-14,16
"Lenox",239,"<5",2020-10-14,2
"Leominster",2556,"21",2020-10-14,21
"Leverett",309,"<5",2020-10-14,2
"Lexington",2660,"10",2020-10-14,10
"Leyden",12,"0",2020-10-14,0
"Lincoln",502,"<5",2020-10-14,2
"Littleton",784,"11",2020-10-14,11
"Longmeadow",1356,"<5",2020-10-14,2
"Lowell",9568,"269",2020-10-14,269
"Ludlow",1581,"13",2020-10-14,13
"Lunenburg",580,"<5",2020-10-14,2
"Lynn",7104,"174",2020-10-14,174
"Lynnfield",1126,"5",2020-10-14,5
"Malden",6191,"119",2020-10-14,119
"Manchester",312,"<5",2020-10-14,2
"Mansfield",1744,"19",2020-10-14,19
"Marblehead",1428,"11",2020-10-14,11
"Marion",914,"<5",2020-10-14,2
"Marlborough",4106,"121",2020-10-14,121
"Marshfield",1515,"31",2020-10-14,31
"Mashpee",813,"<5",2020-10-14,2
"Mattapoisett",351,"6",2020-10-14,6
"Maynard",807,"<5",2020-10-14,2
"Medfield",953,"6",2020-10-14,6
"Medford",14499,"57",2020-10-14,57
"Medway",1124,"12",2020-10-14,12
"Melrose",3453,"18",2020-10-14,18
"Mendon",372,"<5",2020-10-14,2
"Merrimac",494,"<5",2020-10-14,2
"Methuen",4300,"109",2020-10-14,109
"Middleborough",1254,"25",2020-10-14,25
"Middlefield",17,"0",2020-10-14,0
"Middleton",1748,"152",2020-10-14,152
"Milford",2005,"34",2020-10-14,34
"Millbury",839,"12",2020-10-14,12
"Millis",579,"8",2020-10-14,8
"Millville",164,"<5",2020-10-14,2
"Milton",5247,"54",2020-10-14,54
"Monroe",2,"0",2020-10-14,0
"Monson",505,"8",2020-10-14,8
"Montague",656,"<5",2020-10-14,2
"Monterey",64,"0",2020-10-14,0
"Montgomery",13,"0",2020-10-14,0
"Mount Washington",6,"0",2020-10-14,0
"Nahant",274,"<5",2020-10-14,2
"Nantucket",870,"27",2020-10-14,27
"Natick",3582,"21",2020-10-14,21
"Needham",3807,"18",2020-10-14,18
"New Ashford",7,"0",2020-10-14,0
"New Bedford",5051,"170",2020-10-14,170
"New Braintree",56,"0",2020-10-14,0
"New Marlborough",44,"0",2020-10-14,0
"New Salem",73,"0",2020-10-14,0
"Newbury",615,"0",2020-10-14,0
"Newburyport",1877,"9",2020-10-14,9
"Newton",20925,"50",2020-10-14,50
"Norfolk",727,"<5",2020-10-14,2
"North Adams",1300,"<5",2020-10-14,2
"North Andover",10082,"66",2020-10-14,66
"North Attleborough",1640,"20",2020-10-14,20
"North Brookfield",249,"<5",2020-10-14,2
"North Reading",1383,"14",2020-10-14,14
"Northampton",4294,"5",2020-10-14,5
"Northborough",1498,"14",2020-10-14,14
"Northbridge",1357,"13",2020-10-14,13
"Northfield",210,"0",2020-10-14,0
"Norton",5846,"14",2020-10-14,14
"Norwell",774,"5",2020-10-14,5
"Norwood",2525,"23",2020-10-14,23
"Oak Bluffs",279,"<5",2020-10-14,2
"Oakham",83,"0",2020-10-14,0
"Orange",524,"0",2020-10-14,0
"Orleans",243,"0",2020-10-14,0
"Otis",54,"0",2020-10-14,0
"Oxford",853,"17",2020-10-14,17
"Palmer",698,"6",2020-10-14,6
"Paxton",1911,"5",2020-10-14,5
"Peabody",3958,"50",2020-10-14,50
"Pelham",59,"0",2020-10-14,0
"Pembroke",1042,"24",2020-10-14,24
"Pepperell",609,"11",2020-10-14,11
"Peru",12,"0",2020-10-14,0
"Petersham",81,"0",2020-10-14,0
"Phillipston",63,"0",2020-10-14,0
"Pittsfield",2175,"<5",2020-10-14,2
"Plainfield",27,"0",2020-10-14,0
"Plainville",612,"6",2020-10-14,6
"Plymouth",3410,"111",2020-10-14,111
"Plympton",146,"<5",2020-10-14,2
"Princeton",281,"0",2020-10-14,0
"Provincetown",132,"0",2020-10-14,0
"Quincy",7828,"97",2020-10-14,97
"Randolph",2740,"61",2020-10-14,61
"Raynham",974,"14",2020-10-14,14
"Reading",2087,"9",2020-10-14,9
"Rehoboth",605,"12",2020-10-14,12
"Revere",6230,"171",2020-10-14,171
"Richmond",66,"0",2020-10-14,0
"Rochester",270,"5",2020-10-14,5
"Rockland",903,"25",2020-10-14,25
"Rockport",341,"<5",2020-10-14,2
"Rowe",29,"0",2020-10-14,0
"Rowley",477,"<5",2020-10-14,2
"Royalston",63,"0",2020-10-14,0
"Russell",91,"<5",2020-10-14,2
"Rutland",721,"<5",2020-10-14,2
"Salem",4375,"45",2020-10-14,45
"Salisbury",457,"<5",2020-10-14,2
"Sandisfield",51,"0",2020-10-14,0
"Sandwich",1139,"10",2020-10-14,10
"Saugus",2664,"42",2020-10-14,42
"Savoy",17,"0",2020-10-14,0
"Scituate",1265,"17",2020-10-14,17
"Seekonk",662,"12",2020-10-14,12
"Sharon",1594,"10",2020-10-14,10
"Sheffield",1457,"<5",2020-10-14,2
"Shelburne",255,"0",2020-10-14,0
"Sherborn",335,"0",2020-10-14,0
"Shirley",406,"<5",2020-10-14,2
"Shrewsbury",3247,"43",2020-10-14,43
"Shutesbury",175,"0",2020-10-14,0
"Somerset",988,"19",2020-10-14,19
"Somerville",24292,"88",2020-10-14,88
"South Hadley",2054,"<5",2020-10-14,2
"Southampton",414,"<5",2020-10-14,2
"Southborough",1839,"17",2020-10-14,17
"Southbridge",1047,"18",2020-10-14,18
"Southwick",457,"6",2020-10-14,6
"Spencer",769,"11",2020-10-14,11
"Springfield",12937,"319",2020-10-14,319
"Sterling",633,"<5",2020-10-14,2
"Stockbridge",89,"0",2020-10-14,0
"Stoneham",2175,"21",2020-10-14,21
"Stoughton",1944,"27",2020-10-14,27
"Stow",556,"<5",2020-10-14,2
"Sturbridge",602,"6",2020-10-14,6
"Sudbury",1492,"10",2020-10-14,10
"Sunderland",1696,"9",2020-10-14,9
"Sutton",614,"7",2020-10-14,7
"Swampscott",1453,"5",2020-10-14,5
"Swansea",840,"8",2020-10-14,8
"Taunton",3711,"55",2020-10-14,55
"Templeton",451,"<5",2020-10-14,2
"Tewksbury",3004,"23",2020-10-14,23
"Tisbury",519,"<5",2020-10-14,2
"Tolland",11,"0",2020-10-14,0
"Topsfield",480,"<5",2020-10-14,2
"Townsend",467,"<5",2020-10-14,2
"Truro",57,"<5",2020-10-14,2
"Tyngsborough",844,"15",2020-10-14,15
"Tyringham",17,"0",2020-10-14,0
"Upton",518,"<5",2020-10-14,2
"Uxbridge",848,"13",2020-10-14,13
"Wakefield",2546,"34",2020-10-14,34
"Wales",78,"0",2020-10-14,0
"Walpole",2170,"20",2020-10-14,20
"Waltham",18769,"110",2020-10-14,110
"Ware",668,"<5",2020-10-14,2
"Wareham",1009,"19",2020-10-14,19
"Warren",225,"<5",2020-10-14,2
"Warwick",21,"0",2020-10-14,0
"Washington",14,"0",2020-10-14,0
"Watertown",3870,"21",2020-10-14,21
"Wayland",1256,"<5",2020-10-14,2
"Webster",1471,"38",2020-10-14,38
"Wellesley",12542,"11",2020-10-14,11
"Wellfleet",125,"0",2020-10-14,0
"Wendell",60,"0",2020-10-14,0
"Wenham",521,"0",2020-10-14,0
"West Boylston",599,"7",2020-10-14,7
"West Bridgewater",659,"<5",2020-10-14,2
"West Brookfield",245,"0",2020-10-14,0
"West Newbury",389,"5",2020-10-14,5
"West Springfield",1716,"16",2020-10-14,16
"West Stockbridge",65,"0",2020-10-14,0
"West Tisbury",209,"0",2020-10-14,0
"Westborough",1758,"19",2020-10-14,19
"Westfield",2332,"30",2020-10-14,30
"Westford",1706,"21",2020-10-14,21
"Westhampton",43,"0",2020-10-14,0
"Westminster",454,"<5",2020-10-14,2
"Weston",1430,"<5",2020-10-14,2
"Westport",810,"16",2020-10-14,16
"Westwood",1222,"<5",2020-10-14,2
"Weymouth",3287,"75",2020-10-14,75
"Whately",81,"<5",2020-10-14,2
"Whitman",896,"14",2020-10-14,14
"Wilbraham",2355,"16",2020-10-14,16
"Williamsburg",269,"0",2020-10-14,0
"Williamstown",6282,"<5",2020-10-14,2
"Wilmington",1614,"18",2020-10-14,18
"Winchendon",506,"7",2020-10-14,7
"Winchester",2205,"13",2020-10-14,13
"Windsor",26,"0",2020-10-14,0
"Winthrop",2800,"31",2020-10-14,31
"Woburn",3499,"63",2020-10-14,63
"Worcester",38403,"309",2020-10-14,309
"Worthington",69,"0",2020-10-14,0
"Wrentham",1097,"12",2020-10-14,12
"Yarmouth",1108,"<5",2020-10-14,2
"Unknown",11832,"19",2020-10-14,19
"State",865003,"8443",2020-10-14,8443
