"town","tests_total","tests_pos","dt","tests_posn"
"West Newbury",106,"4",2020-08-05,4
"West Springfield",688,"16",2020-08-05,16
"West Stockbridge",41,"0",2020-08-05,0
"West Tisbury",164,"1",2020-08-05,1
"Westborough",543,"6",2020-08-05,6
"Westfield",985,"22",2020-08-05,22
"Westford",735,"12",2020-08-05,12
"Westhampton",26,"0",2020-08-05,0
"Westminster",223,"0",2020-08-05,0
"Weston",417,"3",2020-08-05,3
"Westport",399,"7",2020-08-05,7
"Westwood",425,"5",2020-08-05,5
"Weymouth",1356,"26",2020-08-05,26
"Whately",28,"2",2020-08-05,2
"Whitman",287,"3",2020-08-05,3
"Wilbraham",424,"4",2020-08-05,4
"Williamsburg",136,"2",2020-08-05,2
"Williamstown",233,"0",2020-08-05,0
"Wilmington",529,"2",2020-08-05,2
"Winchendon",266,"2",2020-08-05,2
"Winchester",974,"1",2020-08-05,1
"Windsor",24,"0",2020-08-05,0
"Winthrop",649,"25",2020-08-05,25
"Woburn",1197,"21",2020-08-05,21
"Worcester",7585,"186",2020-08-05,186
"Worthington",36,"0",2020-08-05,0
"Wrentham",383,"16",2020-08-05,16
"Yarmouth",664,"5",2020-08-05,5
"Unknown",5726,"20",2020-08-05,20
"State",224483,"4079",2020-08-05,4079
