"town","tests_total","tests_pos","dt","tests_posn"
"Palmer",1145,"39",2020-11-19,39
"Paxton",1342,"21",2020-11-19,21
"Peabody",6740,"325",2020-11-19,325
"Pelham",64,"2",2020-11-19,2
"Pembroke",1214,"26",2020-11-19,26
"Pepperell",800,"16",2020-11-19,16
"Peru",28,"1",2020-11-19,1
"Petersham",106,"2",2020-11-19,2
"Phillipston",92,"0",2020-11-19,0
"Pittsfield",4807,"209",2020-11-19,209
"Plainfield",52,"2",2020-11-19,2
"Plainville",866,"27",2020-11-19,27
"Plymouth",4641,"122",2020-11-19,122
"Plympton",193,"6",2020-11-19,6
"Princeton",364,"6",2020-11-19,6
"Provincetown",141,"0",2020-11-19,0
"Quincy",10147,"206",2020-11-19,206
"Randolph",3676,"152",2020-11-19,152
"Raynham",1301,"34",2020-11-19,34
"Reading",3172,"84",2020-11-19,84
"Rehoboth",952,"52",2020-11-19,52
"Revere",8660,"629",2020-11-19,629
"Richmond",89,"3",2020-11-19,3
"Rochester",427,"14",2020-11-19,14
"Rockland",1206,"63",2020-11-19,63
"Rockport",417,"9",2020-11-19,9
"Rowe",23,"0",2020-11-19,0
"Rowley",513,"11",2020-11-19,11
"Royalston",109,"0",2020-11-19,0
"Russell",154,"4",2020-11-19,4
"Rutland",893,"19",2020-11-19,19
"Salem",7387,"302",2020-11-19,302
"Salisbury",740,"32",2020-11-19,32
"Sandisfield",78,"0",2020-11-19,0
"Sandwich",1273,"27",2020-11-19,27
"Saugus",3706,"205",2020-11-19,205
"Savoy",43,"0",2020-11-19,0
"Scituate",1358,"37",2020-11-19,37
"Seekonk",1102,"78",2020-11-19,78
"Sharon",1662,"36",2020-11-19,36
"Sheffield",1035,"2",2020-11-19,2
"Shelburne",285,"4",2020-11-19,4
"Sherborn",419,"3",2020-11-19,3
"Shirley",817,"92",2020-11-19,92
"Shrewsbury",4126,"121",2020-11-19,121
"Shutesbury",204,"1",2020-11-19,1
"Somerset",1938,"166",2020-11-19,166
"Somerville",27311,"323",2020-11-19,323
"South Hadley",2514,"36",2020-11-19,36
"Southampton",578,"14",2020-11-19,14
"Southborough",1916,"7",2020-11-19,7
"Southbridge",1345,"87",2020-11-19,87
"Southwick",794,"45",2020-11-19,45
"Spencer",967,"34",2020-11-19,34
"Springfield",19188,"1353",2020-11-19,1353
"Sterling",879,"47",2020-11-19,47
"Stockbridge",197,"3",2020-11-19,3
"Stoneham",3119,"104",2020-11-19,104
"Stoughton",2649,"97",2020-11-19,97
"Stow",714,"19",2020-11-19,19
"Sturbridge",774,"21",2020-11-19,21
"Sudbury",1735,"22",2020-11-19,22
"Sunderland",1635,"11",2020-11-19,11
"Sutton",912,"34",2020-11-19,34
"Swampscott",2071,"36",2020-11-19,36
"Swansea",1893,"168",2020-11-19,168
"Taunton",5037,"220",2020-11-19,220
"Templeton",701,"29",2020-11-19,29
"Tewksbury",4280,"149",2020-11-19,149
"Tisbury",984,"52",2020-11-19,52
"Tolland",9,"1",2020-11-19,1
"Topsfield",704,"6",2020-11-19,6
"Townsend",708,"40",2020-11-19,40
"Truro",86,"0",2020-11-19,0
"Tyngsborough",1080,"65",2020-11-19,65
"Tyringham",20,"0",2020-11-19,0
"Upton",610,"16",2020-11-19,16
"Uxbridge",1236,"80",2020-11-19,80
"Wakefield",3172,"101",2020-11-19,101
"Wales",111,"3",2020-11-19,3
"Walpole",2550,"78",2020-11-19,78
"Waltham",20170,"234",2020-11-19,234
"Ware",940,"26",2020-11-19,26
"Wareham",1266,"61",2020-11-19,61
"Warren",280,"9",2020-11-19,9
"Warwick",37,"0",2020-11-19,0
"Washington",31,"0",2020-11-19,0
"Watertown",4875,"97",2020-11-19,97
"Wayland",1736,"24",2020-11-19,24
"Webster",1924,"76",2020-11-19,76
"Wellesley",10772,"62",2020-11-19,62
"Wellfleet",128,"5",2020-11-19,5
"Wendell",73,"0",2020-11-19,0
"Wenham",521,"9",2020-11-19,9
"West Boylston",727,"14",2020-11-19,14
"West Bridgewater",860,"13",2020-11-19,13
"West Brookfield",285,"10",2020-11-19,10
"West Newbury",371,"8",2020-11-19,8
"West Springfield",2930,"190",2020-11-19,190
"West Stockbridge",118,"2",2020-11-19,2
"West Tisbury",302,"2",2020-11-19,2
"Westborough",2272,"43",2020-11-19,43
"Westfield",3685,"166",2020-11-19,166
"Westford",1801,"55",2020-11-19,55
"Westhampton",97,"4",2020-11-19,4
"Westminster",723,"23",2020-11-19,23
"Weston",1623,"28",2020-11-19,28
"Westport",1434,"134",2020-11-19,134
"Westwood",1614,"40",2020-11-19,40
"Weymouth",4327,"137",2020-11-19,137
"Whately",103,"2",2020-11-19,2
"Whitman",1171,"44",2020-11-19,44
"Wilbraham",3018,"64",2020-11-19,64
"Williamsburg",364,"3",2020-11-19,3
"Williamstown",6792,"3",2020-11-19,3
"Wilmington",2263,"82",2020-11-19,82
"Winchendon",843,"46",2020-11-19,46
"Winchester",3131,"45",2020-11-19,45
"Windsor",41,"1",2020-11-19,1
"Winthrop",4658,"230",2020-11-19,230
"Woburn",4945,"262",2020-11-19,262
"Worcester",46820,"1107",2020-11-19,1107
"Worthington",93,"4",2020-11-19,4
"Wrentham",1523,"48",2020-11-19,48
"Yarmouth",1497,"53",2020-11-19,53
"Unknown",16051,"160",2020-11-19,160
"State",1088489,"32865",2020-11-19,32865
