"town","tests_total","tests_pos","dt","tests_posn"
"Conway",119,"0",2020-09-23,0
"Cummington",50,"0",2020-09-23,0
"Dalton",233,"<5",2020-09-23,2
"Danvers",1503,"12",2020-09-23,12
"Dartmouth",2629,"22",2020-09-23,22
"Dedham",3622,"22",2020-09-23,22
"Deerfield",2078,"0",2020-09-23,0
"Dennis",418,"<5",2020-09-23,2
"Dighton",322,"<5",2020-09-23,2
"Douglas",423,"<5",2020-09-23,2
"Dover",450,"<5",2020-09-23,2
"Dracut",1653,"27",2020-09-23,27
"Dudley",3096,"<5",2020-09-23,2
"Dunstable",146,"0",2020-09-23,0
"Duxbury",807,"13",2020-09-23,13
"East Bridgewater",588,"7",2020-09-23,7
"East Brookfield",108,"0",2020-09-23,0
"East Longmeadow",1125,"13",2020-09-23,13
"Eastham",139,"0",2020-09-23,0
"Easthampton",2779,"<5",2020-09-23,2
"Easton",5212,"10",2020-09-23,10
"Edgartown",356,"<5",2020-09-23,2
"Egremont",44,"0",2020-09-23,0
"Erving",133,"0",2020-09-23,0
"Essex",120,"<5",2020-09-23,2
"Everett",3512,"81",2020-09-23,81
"Fairhaven",778,"10",2020-09-23,10
"Fall River",4475,"95",2020-09-23,95
"Falmouth",1803,"12",2020-09-23,12
"Fitchburg",2032,"9",2020-09-23,9
"Florida",23,"0",2020-09-23,0
"Foxborough",2185,"7",2020-09-23,7
"Framingham",4426,"130",2020-09-23,130
"Franklin",1553,"13",2020-09-23,13
"Freetown",373,"<5",2020-09-23,2
"Gardner",1113,"5",2020-09-23,5
"Georgetown",416,"<5",2020-09-23,2
"Gill",410,"0",2020-09-23,0
"Gloucester",1044,"<5",2020-09-23,2
"Goshen",32,"0",2020-09-23,0
"Gosnold",2,"0",2020-09-23,0
"Grafton",1417,"<5",2020-09-23,2
"Granby",468,"<5",2020-09-23,2
"Granville",68,"0",2020-09-23,0
"Great Barrington",1188,"5",2020-09-23,5
"Greenfield",1204,"<5",2020-09-23,2
"Groton",1192,"<5",2020-09-23,2
"Groveland",320,"<5",2020-09-23,2
"Hadley",1064,"0",2020-09-23,0
"Halifax",363,"5",2020-09-23,5
"Hamilton",345,"<5",2020-09-23,2
"Hampden",336,"<5",2020-09-23,2
"Hancock",13,"<5",2020-09-23,2
"Hanover",760,"7",2020-09-23,7
"Hanson",470,"5",2020-09-23,5
"Hardwick",126,"0",2020-09-23,0
"Harvard",339,"<5",2020-09-23,2
"Harwich",392,"<5",2020-09-23,2
"Hatfield",212,"0",2020-09-23,0
"Haverhill",3732,"52",2020-09-23,52
"Hawley",2,"0",2020-09-23,0
"Heath",33,"0",2020-09-23,0
"Hingham",1570,"25",2020-09-23,25
"Hinsdale",99,"0",2020-09-23,0
"Holbrook",525,"9",2020-09-23,9
"Holden",1332,"11",2020-09-23,11
"Holland",125,"0",2020-09-23,0
"Holliston",922,"16",2020-09-23,16
"Holyoke",2484,"23",2020-09-23,23
"Hopedale",339,"<5",2020-09-23,2
"Hopkinton",1022,"<5",2020-09-23,2
"Hubbardston",217,"0",2020-09-23,0
"Hudson",966,"10",2020-09-23,10
"Hull",402,"6",2020-09-23,6
"Huntington",109,"<5",2020-09-23,2
"Ipswich",637,"<5",2020-09-23,2
"Kingston",545,"<5",2020-09-23,2
"Lakeville",464,"<5",2020-09-23,2
"Lancaster",411,"<5",2020-09-23,2
"Lanesborough",142,"0",2020-09-23,0
"Lawrence",5980,"273",2020-09-23,273
"Lee",196,"0",2020-09-23,0
"Leicester",851,"<5",2020-09-23,2
"Lenox",227,"0",2020-09-23,0
"Leominster",2063,"10",2020-09-23,10
"Leverett",258,"0",2020-09-23,0
"Lexington",2076,"6",2020-09-23,6
"Leyden",14,"0",2020-09-23,0
"Lincoln",429,"0",2020-09-23,0
"Littleton",605,"<5",2020-09-23,2
"Longmeadow",1071,"<5",2020-09-23,2
"Lowell",6785,"129",2020-09-23,129
"Ludlow",1228,"10",2020-09-23,10
"Lunenburg",469,"<5",2020-09-23,2
"Lynn",5641,"160",2020-09-23,160
"Lynnfield",744,"9",2020-09-23,9
"Malden",4937,"45",2020-09-23,45
"Manchester",255,"<5",2020-09-23,2
"Mansfield",1391,"8",2020-09-23,8
"Marblehead",1085,"5",2020-09-23,5
"Marion",1224,"<5",2020-09-23,2
"Marlborough",2317,"51",2020-09-23,51
"Marshfield",1062,"10",2020-09-23,10
"Mashpee",605,"5",2020-09-23,5
"Mattapoisett",272,"0",2020-09-23,0
"Maynard",591,"<5",2020-09-23,2
"Medfield",898,"7",2020-09-23,7
"Medford",11994,"37",2020-09-23,37
"Medway",701,"<5",2020-09-23,2
"Melrose",2385,"21",2020-09-23,21
"Mendon",345,"0",2020-09-23,0
"Merrimac",338,"0",2020-09-23,0
"Methuen",3237,"59",2020-09-23,59
"Middleborough",906,"10",2020-09-23,10
"Middlefield",13,"0",2020-09-23,0
"Middleton",421,"6",2020-09-23,6
"Milford",1392,"20",2020-09-23,20
"Millbury",711,"<5",2020-09-23,2
"Millis",437,"6",2020-09-23,6
"Millville",119,"0",2020-09-23,0
"Milton",4278,"10",2020-09-23,10
"Monroe",5,"0",2020-09-23,0
"Monson",566,"8",2020-09-23,8
"Montague",567,"0",2020-09-23,0
"Monterey",60,"<5",2020-09-23,2
"Montgomery",15,"0",2020-09-23,0
"Mount Washington",2,"0",2020-09-23,0
"Nahant",208,"0",2020-09-23,0
"Nantucket",1127,"42",2020-09-23,42
"Natick",2454,"17",2020-09-23,17
"Needham",2840,"11",2020-09-23,11
"New Ashford",8,"0",2020-09-23,0
"New Bedford",4732,"131",2020-09-23,131
"New Braintree",42,"0",2020-09-23,0
"New Marlborough",41,"0",2020-09-23,0
"New Salem",60,"0",2020-09-23,0
"Newbury",349,"<5",2020-09-23,2
"Newburyport",1076,"11",2020-09-23,11
"Newton",14336,"52",2020-09-23,52
"Norfolk",548,"<5",2020-09-23,2
"North Adams",1767,"<5",2020-09-23,2
"North Andover",6730,"26",2020-09-23,26
"North Attleborough",1363,"16",2020-09-23,16
"North Brookfield",205,"<5",2020-09-23,2
"North Reading",1012,"6",2020-09-23,6
"Northampton",3871,"0",2020-09-23,0
"Northborough",829,"11",2020-09-23,11
"Northbridge",837,"6",2020-09-23,6
"Northfield",232,"0",2020-09-23,0
"Norton",5088,"7",2020-09-23,7
"Norwell",661,"5",2020-09-23,5
"Norwood",2021,"28",2020-09-23,28
"Oak Bluffs",218,"0",2020-09-23,0
"Oakham",81,"0",2020-09-23,0
"Orange",371,"<5",2020-09-23,2
"Orleans",192,"<5",2020-09-23,2
"Otis",49,"0",2020-09-23,0
"Oxford",668,"0",2020-09-23,0
"Palmer",669,"6",2020-09-23,6
"Paxton",1825,"<5",2020-09-23,2
"Peabody",3195,"21",2020-09-23,21
"Pelham",47,"0",2020-09-23,0
"Pembroke",724,"6",2020-09-23,6
"Pepperell",480,"6",2020-09-23,6
"Peru",19,"0",2020-09-23,0
"Petersham",57,"0",2020-09-23,0
"Phillipston",51,"0",2020-09-23,0
"Pittsfield",2149,"<5",2020-09-23,2
"Plainfield",28,"0",2020-09-23,0
"Plainville",480,"9",2020-09-23,9
"Plymouth",2474,"27",2020-09-23,27
"Plympton",122,"0",2020-09-23,0
"Princeton",245,"0",2020-09-23,0
"Provincetown",123,"<5",2020-09-23,2
"Quincy",6083,"52",2020-09-23,52
"Randolph",1958,"10",2020-09-23,10
"Raynham",707,"7",2020-09-23,7
"Reading",1681,"10",2020-09-23,10
"Rehoboth",438,"6",2020-09-23,6
"Revere",4636,"154",2020-09-23,154
"Richmond",68,"<5",2020-09-23,2
"Rochester",207,"<5",2020-09-23,2
"Rockland",770,"14",2020-09-23,14
"Rockport",283,"<5",2020-09-23,2
"Rowe",16,"0",2020-09-23,0
"Rowley",307,"<5",2020-09-23,2
"Royalston",45,"0",2020-09-23,0
"Russell",71,"0",2020-09-23,0
"Rutland",606,"5",2020-09-23,5
"Salem",3381,"25",2020-09-23,25
"Salisbury",339,"<5",2020-09-23,2
"Sandisfield",50,"0",2020-09-23,0
"Sandwich",834,"<5",2020-09-23,2
"Saugus",1949,"34",2020-09-23,34
"Savoy",22,"0",2020-09-23,0
"Scituate",903,"12",2020-09-23,12
"Seekonk",474,"10",2020-09-23,10
"Sharon",1120,"<5",2020-09-23,2
"Sheffield",261,"<5",2020-09-23,2
"Shelburne",206,"0",2020-09-23,0
"Sherborn",251,"<5",2020-09-23,2
"Shirley",330,"<5",2020-09-23,2
"Shrewsbury",2621,"13",2020-09-23,13
"Shutesbury",165,"0",2020-09-23,0
"Somerset",808,"7",2020-09-23,7
"Somerville",19717,"53",2020-09-23,53
"South Hadley",1831,"<5",2020-09-23,2
"Southampton",373,"0",2020-09-23,0
"Southborough",753,"0",2020-09-23,0
"Southbridge",813,"5",2020-09-23,5
"Southwick",425,"<5",2020-09-23,2
"Spencer",686,"9",2020-09-23,9
"Springfield",10714,"95",2020-09-23,95
"Sterling",707,"<5",2020-09-23,2
"Stockbridge",90,"0",2020-09-23,0
"Stoneham",1551,"17",2020-09-23,17
"Stoughton",1372,"16",2020-09-23,16
"Stow",439,"0",2020-09-23,0
"Sturbridge",451,"<5",2020-09-23,2
"Sudbury",1081,"<5",2020-09-23,2
"Sunderland",1384,"0",2020-09-23,0
"Sutton",571,"<5",2020-09-23,2
"Swampscott",916,"5",2020-09-23,5
"Swansea",615,"5",2020-09-23,5
"Taunton",2861,"32",2020-09-23,32
"Templeton",384,"0",2020-09-23,0
"Tewksbury",2023,"6",2020-09-23,6
"Tisbury",433,"<5",2020-09-23,2
"Tolland",4,"0",2020-09-23,0
"Topsfield",430,"<5",2020-09-23,2
"Townsend",392,"<5",2020-09-23,2
"Truro",57,"0",2020-09-23,0
"Tyngsborough",632,"14",2020-09-23,14
"Tyringham",11,"0",2020-09-23,0
"Upton",413,"<5",2020-09-23,2
"Uxbridge",629,"<5",2020-09-23,2
"Wakefield",1757,"9",2020-09-23,9
"Wales",59,"0",2020-09-23,0
"Walpole",1579,"16",2020-09-23,16
"Waltham",14455,"32",2020-09-23,32
"Ware",572,"<5",2020-09-23,2
"Wareham",720,"7",2020-09-23,7
"Warren",225,"0",2020-09-23,0
"Warwick",35,"0",2020-09-23,0
"Washington",12,"0",2020-09-23,0
"Watertown",2861,"18",2020-09-23,18
"Wayland",947,"<5",2020-09-23,2
"Webster",1087,"<5",2020-09-23,2
"Wellesley",8873,"10",2020-09-23,10
"Wellfleet",87,"<5",2020-09-23,2
"Wendell",57,"0",2020-09-23,0
"Wenham",351,"<5",2020-09-23,2
"West Boylston",410,"<5",2020-09-23,2
"West Bridgewater",376,"<5",2020-09-23,2
"West Brookfield",238,"0",2020-09-23,0
"West Newbury",248,"0",2020-09-23,0
"West Springfield",1409,"16",2020-09-23,16
"West Stockbridge",78,"<5",2020-09-23,2
"West Tisbury",194,"<5",2020-09-23,2
"Westborough",1378,"16",2020-09-23,16
"Westfield",1916,"13",2020-09-23,13
"Westford",1271,"19",2020-09-23,19
"Westhampton",52,"0",2020-09-23,0
"Westminster",374,"<5",2020-09-23,2
"Weston",1064,"7",2020-09-23,7
"Westport",699,"6",2020-09-23,6
"Westwood",1036,"9",2020-09-23,9
"Weymouth",2646,"34",2020-09-23,34
"Whately",58,"0",2020-09-23,0
"Whitman",666,"<5",2020-09-23,2
"Wilbraham",2351,"11",2020-09-23,11
"Williamsburg",238,"0",2020-09-23,0
"Williamstown",5165,"6",2020-09-23,6
"Wilmington",1274,"9",2020-09-23,9
"Winchendon",399,"0",2020-09-23,0
"Winchester",1807,"<5",2020-09-23,2
"Windsor",32,"0",2020-09-23,0
"Winthrop",2408,"25",2020-09-23,25
"Woburn",2421,"37",2020-09-23,37
"Worcester",34906,"238",2020-09-23,238
"Worthington",72,"<5",2020-09-23,2
"Wrentham",812,"19",2020-09-23,19
"Yarmouth",901,"<5",2020-09-23,2
"Unknown",10391,"33",2020-09-23,33
"State",693958,"4823",2020-09-23,4823
