"town","tests_total","tests_pos","dt","tests_posn"
"Hatfield",94,"1",2020-07-22,1
"Haverhill",1492,"23",2020-07-22,23
"Hawley",4,"0",2020-07-22,0
"Heath",10,"0",2020-07-22,0
"Hingham",403,"3",2020-07-22,3
"Hinsdale",77,"0",2020-07-22,0
"Holbrook",205,"9",2020-07-22,9
"Holden",466,"7",2020-07-22,7
"Holland",62,"0",2020-07-22,0
"Holliston",274,"1",2020-07-22,1
"Holyoke",1533,"40",2020-07-22,40
"Hopedale",201,"3",2020-07-22,3
"Hopkinton",324,"1",2020-07-22,1
"Hubbardston",100,"0",2020-07-22,0
"Hudson",418,"5",2020-07-22,5
"Hull",177,"3",2020-07-22,3
"Huntington",63,"0",2020-07-22,0
"Ipswich",348,"1",2020-07-22,1
"Kingston",271,"3",2020-07-22,3
"Lakeville",108,"1",2020-07-22,1
"Lancaster",193,"3",2020-07-22,3
"Lanesborough",82,"0",2020-07-22,0
"Lawrence",3453,"128",2020-07-22,128
"Lee",159,"3",2020-07-22,3
"Leicester",227,"1",2020-07-22,1
"Lenox",158,"1",2020-07-22,1
"Leominster",1026,"16",2020-07-22,16
"Leverett",41,"0",2020-07-22,0
"Lexington",623,"3",2020-07-22,3
"Leyden",2,"0",2020-07-22,0
"Lincoln",139,"0",2020-07-22,0
"Littleton",176,"2",2020-07-22,2
"Longmeadow",417,"9",2020-07-22,9
"Lowell",3458,"75",2020-07-22,75
"Ludlow",521,"5",2020-07-22,5
"Lunenburg",190,"3",2020-07-22,3
"Lynn",3753,"136",2020-07-22,136
"Lynnfield",287,"0",2020-07-22,0
"Malden",1604,"34",2020-07-22,34
"Manchester",128,"0",2020-07-22,0
"Mansfield",335,"3",2020-07-22,3
"Marblehead",753,"9",2020-07-22,9
"Marion",226,"0",2020-07-22,0
"Marlborough",1304,"25",2020-07-22,25
"Marshfield",484,"7",2020-07-22,7
"Mashpee",449,"4",2020-07-22,4
"Mattapoisett",115,"5",2020-07-22,5
"Maynard",167,"0",2020-07-22,0
"Medfield",284,"2",2020-07-22,2
"Medford",1700,"28",2020-07-22,28
"Medway",222,"1",2020-07-22,1
"Melrose",1825,"27",2020-07-22,27
"Mendon",107,"2",2020-07-22,2
"Merrimac",124,"1",2020-07-22,1
"Methuen",1346,"25",2020-07-22,25
"Middleborough",446,"3",2020-07-22,3
"Middlefield",2,"0",2020-07-22,0
"Middleton",189,"4",2020-07-22,4
"Milford",832,"13",2020-07-22,13
"Millbury",279,"4",2020-07-22,4
"Millis",179,"0",2020-07-22,0
"Millville",56,"1",2020-07-22,1
"Milton",651,"10",2020-07-22,10
"Monroe",0,"0",2020-07-22,0
"Monson",188,"1",2020-07-22,1
"Montague",237,"0",2020-07-22,0
"Monterey",31,"0",2020-07-22,0
"Montgomery",9,"0",2020-07-22,0
"Mount Washington",0,"0",2020-07-22,0
"Nahant",91,"1",2020-07-22,1
"Nantucket",479,"5",2020-07-22,5
"Natick",703,"15",2020-07-22,15
"Needham",844,"10",2020-07-22,10
"New Ashford",5,"0",2020-07-22,0
"New Bedford",1970,"53",2020-07-22,53
"New Braintree",16,"2",2020-07-22,2
"New Marlborough",25,"0",2020-07-22,0
"New Salem",27,"0",2020-07-22,0
"Newbury",152,"0",2020-07-22,0
"Newburyport",669,"17",2020-07-22,17
"Newton",2395,"22",2020-07-22,22
"Norfolk",172,"2",2020-07-22,2
"North Adams",307,"3",2020-07-22,3
"North Andover",982,"8",2020-07-22,8
"North Attleborough",389,"5",2020-07-22,5
"North Brookfield",84,"1",2020-07-22,1
"North Reading",384,"7",2020-07-22,7
"Northampton",1033,"5",2020-07-22,5
"Northborough",311,"3",2020-07-22,3
"Northbridge",353,"2",2020-07-22,2
"Northfield",73,"0",2020-07-22,0
"Norton",273,"6",2020-07-22,6
"Norwell",221,"3",2020-07-22,3
"Norwood",643,"11",2020-07-22,11
"Oak Bluffs",198,"1",2020-07-22,1
"Oakham",42,"0",2020-07-22,0
"Orange",231,"3",2020-07-22,3
"Orleans",132,"0",2020-07-22,0
"Otis",23,"0",2020-07-22,0
"Oxford",285,"0",2020-07-22,0
"Palmer",317,"2",2020-07-22,2
"Paxton",104,"0",2020-07-22,0
"Peabody",1624,"29",2020-07-22,29
"Pelham",32,"0",2020-07-22,0
"Pembroke",295,"3",2020-07-22,3
"Pepperell",146,"2",2020-07-22,2
"Peru",12,"0",2020-07-22,0
"Petersham",22,"0",2020-07-22,0
"Phillipston",19,"0",2020-07-22,0
"Pittsfield",1532,"6",2020-07-22,6
"Plainfield",10,"0",2020-07-22,0
"Plainville",161,"5",2020-07-22,5
"Plymouth",1414,"11",2020-07-22,11
"Plympton",34,"0",2020-07-22,0
"Princeton",110,"0",2020-07-22,0
"Provincetown",103,"1",2020-07-22,1
"Quincy",2361,"49",2020-07-22,49
"Randolph",734,"22",2020-07-22,22
"Raynham",179,"1",2020-07-22,1
"Reading",663,"5",2020-07-22,5
"Rehoboth",168,"4",2020-07-22,4
"Revere",1627,"70",2020-07-22,70
"Richmond",35,"0",2020-07-22,0
"Rochester",71,"3",2020-07-22,3
"Rockland",329,"3",2020-07-22,3
"Rockport",142,"2",2020-07-22,2
"Rowe",8,"0",2020-07-22,0
"Rowley",143,"3",2020-07-22,3
"Royalston",29,"0",2020-07-22,0
"Russell",30,"5",2020-07-22,5
"Rutland",182,"2",2020-07-22,2
"Salem",1229,"17",2020-07-22,17
"Salisbury",192,"5",2020-07-22,5
"Sandisfield",40,"0",2020-07-22,0
"Sandwich",396,"3",2020-07-22,3
"Saugus",718,"12",2020-07-22,12
"Savoy",26,"1",2020-07-22,1
"Scituate",347,"5",2020-07-22,5
"Seekonk",225,"3",2020-07-22,3
"Sharon",347,"2",2020-07-22,2
"Sheffield",93,"0",2020-07-22,0
"Shelburne",98,"0",2020-07-22,0
"Sherborn",90,"0",2020-07-22,0
"Shirley",99,"0",2020-07-22,0
"Shrewsbury",1044,"13",2020-07-22,13
"Shutesbury",48,"0",2020-07-22,0
"Somerset",256,"9",2020-07-22,9
"Somerville",2781,"29",2020-07-22,29
"South Hadley",339,"2",2020-07-22,2
"Southampton",135,"0",2020-07-22,0
"Southborough",197,"1",2020-07-22,1
"Southbridge",516,"8",2020-07-22,8
"Southwick",177,"2",2020-07-22,2
"Spencer",309,"7",2020-07-22,7
"Springfield",3765,"105",2020-07-22,105
"Sterling",189,"2",2020-07-22,2
"Stockbridge",67,"1",2020-07-22,1
"Stoneham",670,"6",2020-07-22,6
"Stoughton",496,"13",2020-07-22,13
"Stow",107,"0",2020-07-22,0
"Sturbridge",245,"1",2020-07-22,1
"Sudbury",325,"2",2020-07-22,2
"Sunderland",77,"0",2020-07-22,0
"Sutton",197,"2",2020-07-22,2
"Swampscott",414,"5",2020-07-22,5
"Swansea",218,"3",2020-07-22,3
"Taunton",737,"27",2020-07-22,27
"Templeton",215,"0",2020-07-22,0
"Tewksbury",687,"7",2020-07-22,7
"Tisbury",427,"4",2020-07-22,4
"Tolland",4,"0",2020-07-22,0
"Topsfield",244,"0",2020-07-22,0
"Townsend",139,"0",2020-07-22,0
"Truro",54,"0",2020-07-22,0
"Tyngsborough",238,"5",2020-07-22,5
"Tyringham",5,"0",2020-07-22,0
"Upton",134,"0",2020-07-22,0
"Uxbridge",314,"2",2020-07-22,2
"Wakefield",773,"8",2020-07-22,8
"Wales",37,"0",2020-07-22,0
"Walpole",442,"7",2020-07-22,7
"Waltham",1412,"22",2020-07-22,22
"Ware",256,"4",2020-07-22,4
"Wareham",403,"8",2020-07-22,8
"Warren",130,"1",2020-07-22,1
"Warwick",14,"0",2020-07-22,0
"Washington",11,"0",2020-07-22,0
"Watertown",761,"4",2020-07-22,4
"Wayland",355,"4",2020-07-22,4
"Webster",666,"11",2020-07-22,11
"Wellesley",788,"8",2020-07-22,8
"Wellfleet",64,"0",2020-07-22,0
"Wendell",16,"0",2020-07-22,0
"Wenham",81,"1",2020-07-22,1
"West Boylston",178,"11",2020-07-22,11
"West Bridgewater",120,"3",2020-07-22,3
"West Brookfield",203,"4",2020-07-22,4
"West Newbury",85,"0",2020-07-22,0
"West Springfield",588,"17",2020-07-22,17
"West Stockbridge",44,"0",2020-07-22,0
"West Tisbury",205,"1",2020-07-22,1
"Westborough",499,"9",2020-07-22,9
"Westfield",818,"9",2020-07-22,9
"Westford",401,"4",2020-07-22,4
"Westhampton",32,"0",2020-07-22,0
"Westminster",178,"1",2020-07-22,1
"Weston",334,"2",2020-07-22,2
"Westport",239,"0",2020-07-22,0
"Westwood",359,"8",2020-07-22,8
"Weymouth",1076,"14",2020-07-22,14
"Whately",16,"0",2020-07-22,0
"Whitman",243,"5",2020-07-22,5
"Wilbraham",328,"4",2020-07-22,4
"Williamsburg",113,"0",2020-07-22,0
"Williamstown",160,"0",2020-07-22,0
"Wilmington",521,"2",2020-07-22,2
"Winchendon",208,"0",2020-07-22,0
"Winchester",808,"3",2020-07-22,3
"Windsor",19,"0",2020-07-22,0
"Winthrop",1036,"42",2020-07-22,42
"Woburn",962,"10",2020-07-22,10
"Worcester",7262,"121",2020-07-22,121
"Worthington",33,"0",2020-07-22,0
"Wrentham",290,"7",2020-07-22,7
"Yarmouth",568,"3",2020-07-22,3
"Unknown",4990,"29",2020-07-22,29
"State",180506,"3011",2020-07-22,3011
