"town","tests_total","tests_pos","dt","tests_posn"
"Chelsea",3253,"134",2020-09-09,134
"Cheshire",153,"0",2020-09-09,0
"Chester",36,"<5",2020-09-09,2
"Chesterfield",69,"0",2020-09-09,0
"Chicopee",2901,"20",2020-09-09,20
"Chilmark",150,"0",2020-09-09,0
"Clarksburg",53,"<5",2020-09-09,2
"Clinton",619,"10",2020-09-09,10
"Cohasset",407,"<5",2020-09-09,2
"Colrain",63,"0",2020-09-09,0
"Concord",1330,"<5",2020-09-09,2
"Conway",127,"0",2020-09-09,0
"Cummington",51,"0",2020-09-09,0
"Dalton",268,"0",2020-09-09,0
"Danvers",1505,"9",2020-09-09,9
"Dartmouth",2155,"17",2020-09-09,17
"Dedham",1471,"37",2020-09-09,37
"Deerfield",800,"<5",2020-09-09,2
"Dennis",353,"<5",2020-09-09,2
"Dighton",316,"<5",2020-09-09,2
"Douglas",398,"<5",2020-09-09,2
"Dover",354,"<5",2020-09-09,2
"Dracut",1397,"9",2020-09-09,9
"Dudley",2979,"<5",2020-09-09,2
"Dunstable",144,"0",2020-09-09,0
"Duxbury",810,"8",2020-09-09,8
"East Bridgewater",472,"7",2020-09-09,7
"East Brookfield",77,"0",2020-09-09,0
"East Longmeadow",1147,"8",2020-09-09,8
"Eastham",112,"0",2020-09-09,0
"Easthampton",2643,"9",2020-09-09,9
"Easton",5105,"13",2020-09-09,13
"Edgartown",440,"<5",2020-09-09,2
"Egremont",69,"0",2020-09-09,0
"Erving",112,"0",2020-09-09,0
"Essex",152,"0",2020-09-09,0
"Everett",2791,"122",2020-09-09,122
"Fairhaven",558,"<5",2020-09-09,2
"Fall River",4004,"95",2020-09-09,95
"Falmouth",1616,"10",2020-09-09,10
"Fitchburg",2682,"18",2020-09-09,18
"Florida",17,"0",2020-09-09,0
"Foxborough",2313,"11",2020-09-09,11
"Framingham",3657,"105",2020-09-09,105
"Franklin",1481,"10",2020-09-09,10
"Freetown",311,"<5",2020-09-09,2
"Gardner",1084,"<5",2020-09-09,2
"Georgetown",440,"<5",2020-09-09,2
"Gill",319,"0",2020-09-09,0
"Gloucester",982,"8",2020-09-09,8
"Goshen",34,"0",2020-09-09,0
"Gosnold",3,"0",2020-09-09,0
"Grafton",1344,"<5",2020-09-09,2
"Granby",439,"<5",2020-09-09,2
"Granville",69,"0",2020-09-09,0
"Great Barrington",1742,"<5",2020-09-09,2
"Greenfield",1089,"<5",2020-09-09,2
"Groton",734,"<5",2020-09-09,2
"Groveland",298,"<5",2020-09-09,2
"Hadley",1027,"<5",2020-09-09,2
"Halifax",290,"<5",2020-09-09,2
"Hamilton",342,"<5",2020-09-09,2
"Hampden",299,"0",2020-09-09,0
"Hancock",7,"0",2020-09-09,0
"Hanover",617,"<5",2020-09-09,2
"Hanson",436,"<5",2020-09-09,2
"Hardwick",150,"0",2020-09-09,0
"Harvard",298,"<5",2020-09-09,2
"Harwich",375,"5",2020-09-09,5
"Hatfield",248,"0",2020-09-09,0
"Haverhill",3524,"63",2020-09-09,63
"Hawley",4,"0",2020-09-09,0
"Heath",28,"0",2020-09-09,0
"Hingham",1112,"9",2020-09-09,9
"Hinsdale",87,"0",2020-09-09,0
"Holbrook",405,"6",2020-09-09,6
"Holden",1340,"13",2020-09-09,13
"Holland",109,"<5",2020-09-09,2
"Holliston",798,"6",2020-09-09,6
"Holyoke",2698,"29",2020-09-09,29
"Hopedale",287,"5",2020-09-09,5
"Hopkinton",912,"0",2020-09-09,0
"Hubbardston",209,"0",2020-09-09,0
"Hudson",940,"13",2020-09-09,13
"Hull",411,"5",2020-09-09,5
"Huntington",114,"<5",2020-09-09,2
"Ipswich",591,"<5",2020-09-09,2
"Kingston",608,"<5",2020-09-09,2
"Lakeville",412,"5",2020-09-09,5
"Lancaster",370,"<5",2020-09-09,2
"Lanesborough",148,"0",2020-09-09,0
"Lawrence",5669,"253",2020-09-09,253
"Lee",233,"0",2020-09-09,0
"Leicester",667,"<5",2020-09-09,2
"Lenox",265,"<5",2020-09-09,2
"Leominster",1942,"15",2020-09-09,15
"Leverett",242,"0",2020-09-09,0
"Lexington",1738,"6",2020-09-09,6
"Leyden",6,"0",2020-09-09,0
"Lincoln",331,"<5",2020-09-09,2
"Littleton",524,"<5",2020-09-09,2
"Longmeadow",1084,"<5",2020-09-09,2
"Lowell",6263,"97",2020-09-09,97
"Ludlow",1211,"10",2020-09-09,10
"Lunenburg",450,"<5",2020-09-09,2
"Lynn",5314,"134",2020-09-09,134
"Lynnfield",765,"18",2020-09-09,18
"Malden",4456,"70",2020-09-09,70
"Manchester",232,"0",2020-09-09,0
"Mansfield",1185,"6",2020-09-09,6
"Marblehead",1039,"<5",2020-09-09,2
"Marion",1039,"<5",2020-09-09,2
"Marlborough",2009,"26",2020-09-09,26
"Marshfield",1037,"10",2020-09-09,10
"Mashpee",547,"<5",2020-09-09,2
"Mattapoisett",261,"<5",2020-09-09,2
"Maynard",553,"<5",2020-09-09,2
"Medfield",726,"<5",2020-09-09,2
"Medford",7983,"46",2020-09-09,46
"Medway",683,"<5",2020-09-09,2
"Melrose",2122,"5",2020-09-09,5
"Mendon",294,"5",2020-09-09,5
"Merrimac",339,"7",2020-09-09,7
"Methuen",2857,"62",2020-09-09,62
"Middleborough",953,"17",2020-09-09,17
"Middlefield",13,"0",2020-09-09,0
"Middleton",424,"<5",2020-09-09,2
"Milford",1424,"11",2020-09-09,11
"Millbury",644,"<5",2020-09-09,2
"Millis",333,"<5",2020-09-09,2
"Millville",115,"<5",2020-09-09,2
"Milton",3729,"12",2020-09-09,12
"Monroe",6,"<5",2020-09-09,2
"Monson",470,"10",2020-09-09,10
"Montague",444,"0",2020-09-09,0
"Monterey",46,"0",2020-09-09,0
"Montgomery",18,"<5",2020-09-09,2
"Mount Washington",2,"0",2020-09-09,0
"Nahant",191,"<5",2020-09-09,2
"Nantucket",690,"8",2020-09-09,8
"Natick",2016,"8",2020-09-09,8
"Needham",2321,"7",2020-09-09,7
"New Ashford",8,"0",2020-09-09,0
"New Bedford",3819,"143",2020-09-09,143
"New Braintree",46,"0",2020-09-09,0
"New Marlborough",57,"0",2020-09-09,0
"New Salem",52,"0",2020-09-09,0
"Newbury",343,"<5",2020-09-09,2
"Newburyport",975,"5",2020-09-09,5
"Newton",16636,"24",2020-09-09,24
"Norfolk",480,"<5",2020-09-09,2
"North Adams",1283,"5",2020-09-09,5
"North Andover",6532,"14",2020-09-09,14
"North Attleborough",1175,"22",2020-09-09,22
"North Brookfield",195,"<5",2020-09-09,2
"North Reading",977,"5",2020-09-09,5
"Northampton",3442,"<5",2020-09-09,2
"Northborough",770,"5",2020-09-09,5
"Northbridge",718,"10",2020-09-09,10
"Northfield",283,"0",2020-09-09,0
"Norton",5140,"14",2020-09-09,14
"Norwell",533,"5",2020-09-09,5
"Norwood",1550,"22",2020-09-09,22
"Oak Bluffs",281,"<5",2020-09-09,2
"Oakham",93,"<5",2020-09-09,2
"Orange",391,"<5",2020-09-09,2
"Orleans",159,"<5",2020-09-09,2
"Otis",56,"0",2020-09-09,0
"Oxford",617,"6",2020-09-09,6
"Palmer",593,"<5",2020-09-09,2
"Paxton",1928,"<5",2020-09-09,2
"Peabody",2819,"22",2020-09-09,22
"Pelham",28,"0",2020-09-09,0
"Pembroke",725,"5",2020-09-09,5
"Pepperell",477,"<5",2020-09-09,2
"Peru",16,"0",2020-09-09,0
"Petersham",51,"0",2020-09-09,0
"Phillipston",59,"<5",2020-09-09,2
"Pittsfield",1933,"9",2020-09-09,9
"Plainfield",31,"0",2020-09-09,0
"Plainville",382,"<5",2020-09-09,2
"Plymouth",2282,"29",2020-09-09,29
"Plympton",102,"0",2020-09-09,0
"Princeton",216,"0",2020-09-09,0
"Provincetown",94,"0",2020-09-09,0
"Quincy",5093,"44",2020-09-09,44
"Randolph",1738,"16",2020-09-09,16
"Raynham",629,"<5",2020-09-09,2
"Reading",1533,"8",2020-09-09,8
"Rehoboth",385,"0",2020-09-09,0
"Revere",3967,"158",2020-09-09,158
"Richmond",54,"0",2020-09-09,0
"Rochester",190,"0",2020-09-09,0
"Rockland",633,"10",2020-09-09,10
"Rockport",255,"0",2020-09-09,0
"Rowe",15,"0",2020-09-09,0
"Rowley",367,"0",2020-09-09,0
"Royalston",36,"0",2020-09-09,0
"Russell",76,"<5",2020-09-09,2
"Rutland",525,"0",2020-09-09,0
"Salem",4236,"33",2020-09-09,33
"Salisbury",332,"5",2020-09-09,5
"Sandisfield",40,"0",2020-09-09,0
"Sandwich",786,"<5",2020-09-09,2
"Saugus",1809,"31",2020-09-09,31
"Savoy",19,"0",2020-09-09,0
"Scituate",879,"7",2020-09-09,7
"Seekonk",477,"7",2020-09-09,7
"Sharon",1050,"5",2020-09-09,5
"Sheffield",173,"0",2020-09-09,0
"Shelburne",180,"<5",2020-09-09,2
"Sherborn",233,"0",2020-09-09,0
"Shirley",275,"<5",2020-09-09,2
"Shrewsbury",2331,"9",2020-09-09,9
"Shutesbury",154,"0",2020-09-09,0
"Somerset",754,"11",2020-09-09,11
"Somerville",12477,"82",2020-09-09,82
"South Hadley",1823,"<5",2020-09-09,2
"Southampton",397,"<5",2020-09-09,2
"Southborough",543,"<5",2020-09-09,2
"Southbridge",791,"<5",2020-09-09,2
"Southwick",513,"<5",2020-09-09,2
"Spencer",638,"<5",2020-09-09,2
"Springfield",10423,"66",2020-09-09,66
"Sterling",494,"0",2020-09-09,0
"Stockbridge",95,"0",2020-09-09,0
"Stoneham",1316,"12",2020-09-09,12
"Stoughton",1253,"9",2020-09-09,9
"Stow",465,"<5",2020-09-09,2
"Sturbridge",496,"<5",2020-09-09,2
"Sudbury",974,"5",2020-09-09,5
"Sunderland",1175,"0",2020-09-09,0
"Sutton",493,"<5",2020-09-09,2
"Swampscott",752,"5",2020-09-09,5
"Swansea",576,"6",2020-09-09,6
"Taunton",2614,"24",2020-09-09,24
"Templeton",351,"<5",2020-09-09,2
"Tewksbury",1802,"7",2020-09-09,7
"Tisbury",499,"0",2020-09-09,0
"Tolland",10,"0",2020-09-09,0
"Topsfield",345,"0",2020-09-09,0
"Townsend",385,"<5",2020-09-09,2
"Truro",62,"<5",2020-09-09,2
"Tyngsborough",505,"8",2020-09-09,8
"Tyringham",22,"<5",2020-09-09,2
"Upton",340,"0",2020-09-09,0
"Uxbridge",553,"<5",2020-09-09,2
"Wakefield",1416,"7",2020-09-09,7
"Wales",77,"0",2020-09-09,0
"Walpole",1329,"9",2020-09-09,9
"Waltham",12656,"38",2020-09-09,38
"Ware",564,"<5",2020-09-09,2
"Wareham",657,"5",2020-09-09,5
"Warren",187,"<5",2020-09-09,2
"Warwick",29,"0",2020-09-09,0
"Washington",13,"0",2020-09-09,0
"Watertown",2243,"6",2020-09-09,6
"Wayland",811,"<5",2020-09-09,2
"Webster",959,"<5",2020-09-09,2
"Wellesley",9017,"7",2020-09-09,7
"Wellfleet",71,"<5",2020-09-09,2
"Wendell",60,"0",2020-09-09,0
"Wenham",1494,"5",2020-09-09,5
"West Boylston",397,"<5",2020-09-09,2
"West Bridgewater",412,"7",2020-09-09,7
"West Brookfield",254,"0",2020-09-09,0
"West Newbury",225,"<5",2020-09-09,2
"West Springfield",1327,"9",2020-09-09,9
"West Stockbridge",82,"0",2020-09-09,0
"West Tisbury",208,"0",2020-09-09,0
"Westborough",1124,"11",2020-09-09,11
"Westfield",1923,"9",2020-09-09,9
"Westford",1159,"10",2020-09-09,10
"Westhampton",48,"<5",2020-09-09,2
"Westminster",358,"<5",2020-09-09,2
"Weston",987,"6",2020-09-09,6
"Westport",726,"13",2020-09-09,13
"Westwood",934,"11",2020-09-09,11
"Weymouth",2293,"27",2020-09-09,27
"Whately",56,"0",2020-09-09,0
"Whitman",564,"12",2020-09-09,12
"Wilbraham",1886,"9",2020-09-09,9
"Williamsburg",292,"<5",2020-09-09,2
"Williamstown",4131,"5",2020-09-09,5
"Wilmington",1096,"11",2020-09-09,11
"Winchendon",405,"<5",2020-09-09,2
"Winchester",1485,"<5",2020-09-09,2
"Windsor",39,"0",2020-09-09,0
"Winthrop",2642,"23",2020-09-09,23
"Woburn",2124,"20",2020-09-09,20
"Worcester",31176,"201",2020-09-09,201
"Worthington",45,"0",2020-09-09,0
"Wrentham",667,"6",2020-09-09,6
"Yarmouth",692,"5",2020-09-09,5
"Unknown",10260,"72",2020-09-09,72
"State",567709,"4507",2020-09-09,4507
