"town","tests_total","tests_pos","dt","tests_posn"
"Dalton",227,"<5",2020-08-26,2
"Danvers",1248,"8",2020-08-26,8
"Dartmouth",1097,"13",2020-08-26,13
"Dedham",1315,"17",2020-08-26,17
"Deerfield",323,"<5",2020-08-26,2
"Dennis",333,"<5",2020-08-26,2
"Dighton",253,"<5",2020-08-26,2
"Douglas",294,"<5",2020-08-26,2
"Dover",301,"<5",2020-08-26,2
"Dracut",1235,"7",2020-08-26,7
"Dudley",1002,"0",2020-08-26,0
"Dunstable",113,"0",2020-08-26,0
"Duxbury",691,"<5",2020-08-26,2
"East Bridgewater",469,"<5",2020-08-26,2
"East Brookfield",93,"0",2020-08-26,0
"East Longmeadow",635,"<5",2020-08-26,2
"Eastham",140,"0",2020-08-26,0
"Easthampton",830,"8",2020-08-26,8
"Easton",2636,"20",2020-08-26,20
"Edgartown",430,"<5",2020-08-26,2
"Egremont",34,"0",2020-08-26,0
"Erving",75,"0",2020-08-26,0
"Essex",123,"0",2020-08-26,0
"Everett",2229,"93",2020-08-26,93
"Fairhaven",543,"<5",2020-08-26,2
"Fall River",3721,"45",2020-08-26,45
"Falmouth",1289,"<5",2020-08-26,2
"Fitchburg",1448,"14",2020-08-26,14
"Florida",21,"0",2020-08-26,0
"Foxborough",2100,"11",2020-08-26,11
"Framingham",3594,"91",2020-08-26,91
"Franklin",1379,"8",2020-08-26,8
"Freetown",267,"<5",2020-08-26,2
"Gardner",857,"<5",2020-08-26,2
"Georgetown",368,"0",2020-08-26,0
"Gill",335,"0",2020-08-26,0
"Gloucester",963,"7",2020-08-26,7
"Goshen",22,"0",2020-08-26,0
"Gosnold",1,"0",2020-08-26,0
"Grafton",879,"6",2020-08-26,6
"Granby",286,"<5",2020-08-26,2
"Granville",51,"0",2020-08-26,0
"Great Barrington",841,"<5",2020-08-26,2
"Greenfield",836,"<5",2020-08-26,2
"Groton",509,"<5",2020-08-26,2
"Groveland",274,"<5",2020-08-26,2
"Hadley",474,"<5",2020-08-26,2
"Halifax",251,"0",2020-08-26,0
"Hamilton",348,"5",2020-08-26,5
"Hampden",193,"<5",2020-08-26,2
"Hancock",15,"0",2020-08-26,0
"Hanover",464,"<5",2020-08-26,2
"Hanson",358,"6",2020-08-26,6
"Hardwick",71,"0",2020-08-26,0
"Harvard",276,"0",2020-08-26,0
"Harwich",355,"<5",2020-08-26,2
"Hatfield",148,"<5",2020-08-26,2
"Haverhill",2615,"29",2020-08-26,29
"Hawley",4,"0",2020-08-26,0
"Heath",17,"0",2020-08-26,0
"Hingham",1022,"6",2020-08-26,6
"Hinsdale",88,"0",2020-08-26,0
"Holbrook",367,"<5",2020-08-26,2
"Holden",1041,"<5",2020-08-26,2
"Holland",130,"<5",2020-08-26,2
"Holliston",765,"5",2020-08-26,5
"Holyoke",1962,"24",2020-08-26,24
"Hopedale",268,"<5",2020-08-26,2
"Hopkinton",867,"6",2020-08-26,6
"Hubbardston",161,"0",2020-08-26,0
"Hudson",813,"13",2020-08-26,13
"Hull",339,"<5",2020-08-26,2
"Huntington",74,"<5",2020-08-26,2
"Ipswich",540,"<5",2020-08-26,2
"Kingston",496,"<5",2020-08-26,2
"Lakeville",427,"7",2020-08-26,7
"Lancaster",329,"0",2020-08-26,0
"Lanesborough",114,"0",2020-08-26,0
"Lawrence",4253,"124",2020-08-26,124
"Lee",216,"0",2020-08-26,0
"Leicester",541,"5",2020-08-26,5
"Lenox",245,"<5",2020-08-26,2
"Leominster",1570,"10",2020-08-26,10
"Leverett",141,"<5",2020-08-26,2
"Lexington",1271,"<5",2020-08-26,2
"Leyden",7,"0",2020-08-26,0
"Lincoln",328,"<5",2020-08-26,2
"Littleton",520,"0",2020-08-26,0
"Longmeadow",860,"<5",2020-08-26,2
"Lowell",4593,"44",2020-08-26,44
"Ludlow",686,"8",2020-08-26,8
"Lunenburg",454,"<5",2020-08-26,2
"Lynn",5262,"236",2020-08-26,236
"Lynnfield",618,"<5",2020-08-26,2
"Malden",2835,"34",2020-08-26,34
"Manchester",192,"0",2020-08-26,0
"Mansfield",977,"12",2020-08-26,12
"Marblehead",936,"7",2020-08-26,7
"Marion",458,"0",2020-08-26,0
"Marlborough",1810,"31",2020-08-26,31
"Marshfield",927,"<5",2020-08-26,2
"Mashpee",516,"<5",2020-08-26,2
"Mattapoisett",226,"<5",2020-08-26,2
"Maynard",475,"5",2020-08-26,5
"Medfield",663,"<5",2020-08-26,2
"Medford",4298,"26",2020-08-26,26
"Medway",611,"5",2020-08-26,5
"Melrose",1654,"5",2020-08-26,5
"Mendon",281,"0",2020-08-26,0
"Merrimac",264,"0",2020-08-26,0
"Methuen",2178,"46",2020-08-26,46
"Middleborough",797,"9",2020-08-26,9
"Middlefield",5,"0",2020-08-26,0
"Middleton",354,"<5",2020-08-26,2
"Milford",1353,"25",2020-08-26,25
"Millbury",497,"<5",2020-08-26,2
"Millis",346,"<5",2020-08-26,2
"Millville",82,"0",2020-08-26,0
"Milton",3636,"13",2020-08-26,13
"Monroe",3,"0",2020-08-26,0
"Monson",288,"0",2020-08-26,0
"Montague",345,"0",2020-08-26,0
"Monterey",54,"0",2020-08-26,0
"Montgomery",12,"0",2020-08-26,0
"Mount Washington",1,"0",2020-08-26,0
"Nahant",158,"<5",2020-08-26,2
"Nantucket",561,"<5",2020-08-26,2
"Natick",2030,"9",2020-08-26,9
"Needham",1807,"5",2020-08-26,5
"New Ashford",8,"0",2020-08-26,0
"New Bedford",3395,"60",2020-08-26,60
"New Braintree",40,"0",2020-08-26,0
"New Marlborough",43,"<5",2020-08-26,2
"New Salem",40,"0",2020-08-26,0
"Newbury",270,"<5",2020-08-26,2
"Newburyport",894,"<5",2020-08-26,2
"Newton",6562,"38",2020-08-26,38
"Norfolk",419,"<5",2020-08-26,2
"North Adams",501,"<5",2020-08-26,2
"North Andover",3692,"5",2020-08-26,5
"North Attleborough",991,"16",2020-08-26,16
"North Brookfield",226,"<5",2020-08-26,2
"North Reading",756,"8",2020-08-26,8
"Northampton",1750,"12",2020-08-26,12
"Northborough",666,"0",2020-08-26,0
"Northbridge",602,"<5",2020-08-26,2
"Northfield",204,"0",2020-08-26,0
"Norton",1991,"10",2020-08-26,10
"Norwell",449,"<5",2020-08-26,2
"Norwood",1343,"18",2020-08-26,18
"Oak Bluffs",302,"<5",2020-08-26,2
"Oakham",72,"0",2020-08-26,0
"Orange",320,"<5",2020-08-26,2
"Orleans",177,"0",2020-08-26,0
"Otis",36,"0",2020-08-26,0
"Oxford",499,"<5",2020-08-26,2
"Palmer",446,"7",2020-08-26,7
"Paxton",690,"<5",2020-08-26,2
"Peabody",2533,"39",2020-08-26,39
"Pelham",39,"0",2020-08-26,0
"Pembroke",558,"6",2020-08-26,6
"Pepperell",400,"<5",2020-08-26,2
"Peru",11,"0",2020-08-26,0
"Petersham",45,"0",2020-08-26,0
"Phillipston",45,"<5",2020-08-26,2
"Pittsfield",1692,"6",2020-08-26,6
"Plainfield",31,"0",2020-08-26,0
"Plainville",351,"<5",2020-08-26,2
"Plymouth",2104,"19",2020-08-26,19
"Plympton",95,"<5",2020-08-26,2
"Princeton",184,"0",2020-08-26,0
"Provincetown",168,"0",2020-08-26,0
"Quincy",4236,"42",2020-08-26,42
"Randolph",1761,"10",2020-08-26,10
"Raynham",491,"<5",2020-08-26,2
"Reading",1184,"9",2020-08-26,9
"Rehoboth",327,"<5",2020-08-26,2
"Revere",4231,"174",2020-08-26,174
"Richmond",52,"0",2020-08-26,0
"Rochester",151,"<5",2020-08-26,2
"Rockland",531,"<5",2020-08-26,2
"Rockport",211,"<5",2020-08-26,2
"Rowe",16,"0",2020-08-26,0
"Rowley",335,"<5",2020-08-26,2
"Royalston",50,"<5",2020-08-26,2
"Russell",45,"0",2020-08-26,0
"Rutland",416,"<5",2020-08-26,2
"Salem",2896,"41",2020-08-26,41
"Salisbury",318,"<5",2020-08-26,2
"Sandisfield",55,"<5",2020-08-26,2
"Sandwich",555,"<5",2020-08-26,2
"Saugus",1292,"26",2020-08-26,26
"Savoy",14,"0",2020-08-26,0
"Scituate",673,"5",2020-08-26,5
"Seekonk",382,"5",2020-08-26,5
"Sharon",878,"<5",2020-08-26,2
"Sheffield",204,"0",2020-08-26,0
"Shelburne",125,"0",2020-08-26,0
"Sherborn",204,"<5",2020-08-26,2
"Shirley",240,"0",2020-08-26,0
"Shrewsbury",1783,"7",2020-08-26,7
"Shutesbury",124,"0",2020-08-26,0
"Somerset",592,"<5",2020-08-26,2
"Somerville",6174,"50",2020-08-26,50
"South Hadley",1243,"18",2020-08-26,18
"Southampton",235,"0",2020-08-26,0
"Southborough",523,"0",2020-08-26,0
"Southbridge",913,"6",2020-08-26,6
"Southwick",333,"<5",2020-08-26,2
"Spencer",526,"10",2020-08-26,10
"Springfield",6109,"72",2020-08-26,72
"Sterling",424,"<5",2020-08-26,2
"Stockbridge",69,"0",2020-08-26,0
"Stoneham",1076,"<5",2020-08-26,2
"Stoughton",1056,"10",2020-08-26,10
"Stow",377,"0",2020-08-26,0
"Sturbridge",447,"<5",2020-08-26,2
"Sudbury",906,"<5",2020-08-26,2
"Sunderland",492,"0",2020-08-26,0
"Sutton",417,"10",2020-08-26,10
"Swampscott",714,"11",2020-08-26,11
"Swansea",545,"17",2020-08-26,17
"Taunton",2323,"29",2020-08-26,29
"Templeton",373,"<5",2020-08-26,2
"Tewksbury",1412,"17",2020-08-26,17
"Tisbury",503,"<5",2020-08-26,2
"Tolland",2,"0",2020-08-26,0
"Topsfield",383,"<5",2020-08-26,2
"Townsend",367,"<5",2020-08-26,2
"Truro",134,"0",2020-08-26,0
"Tyngsborough",463,"5",2020-08-26,5
"Tyringham",14,"0",2020-08-26,0
"Upton",323,"0",2020-08-26,0
"Uxbridge",513,"<5",2020-08-26,2
"Wakefield",1233,"<5",2020-08-26,2
"Wales",69,"0",2020-08-26,0
"Walpole",1212,"7",2020-08-26,7
"Waltham",3865,"32",2020-08-26,32
"Ware",422,"<5",2020-08-26,2
"Wareham",593,"<5",2020-08-26,2
"Warren",153,"<5",2020-08-26,2
"Warwick",37,"0",2020-08-26,0
"Washington",18,"0",2020-08-26,0
"Watertown",1886,"14",2020-08-26,14
"Wayland",766,"<5",2020-08-26,2
"Webster",776,"<5",2020-08-26,2
"Wellesley",2830,"8",2020-08-26,8
"Wellfleet",85,"0",2020-08-26,0
"Wendell",44,"0",2020-08-26,0
"Wenham",385,"<5",2020-08-26,2
"West Boylston",364,"<5",2020-08-26,2
"West Bridgewater",297,"<5",2020-08-26,2
"West Brookfield",267,"<5",2020-08-26,2
"West Newbury",203,"<5",2020-08-26,2
"West Springfield",1009,"9",2020-08-26,9
"West Stockbridge",58,"<5",2020-08-26,2
"West Tisbury",199,"<5",2020-08-26,2
"Westborough",802,"7",2020-08-26,7
"Westfield",1459,"12",2020-08-26,12
"Westford",1031,"5",2020-08-26,5
"Westhampton",37,"<5",2020-08-26,2
"Westminster",281,"<5",2020-08-26,2
"Weston",726,"<5",2020-08-26,2
"Westport",572,"6",2020-08-26,6
"Westwood",947,"9",2020-08-26,9
"Weymouth",2121,"24",2020-08-26,24
"Whately",36,"<5",2020-08-26,2
"Whitman",479,"5",2020-08-26,5
"Wilbraham",784,"<5",2020-08-26,2
"Williamsburg",142,"<5",2020-08-26,2
"Williamstown",706,"<5",2020-08-26,2
"Wilmington",857,"7",2020-08-26,7
"Winchendon",370,"0",2020-08-26,0
"Winchester",1288,"<5",2020-08-26,2
"Windsor",34,"0",2020-08-26,0
"Winthrop",1076,"26",2020-08-26,26
"Woburn",1752,"10",2020-08-26,10
"Worcester",18248,"136",2020-08-26,136
"Worthington",49,"0",2020-08-26,0
"Wrentham",708,"<5",2020-08-26,2
"Yarmouth",665,"<5",2020-08-26,2
"Unknown",10102,"69",2020-08-26,69
"State",371310,"3851",2020-08-26,3851
