"town","tests_total","tests_pos","dt","tests_posn"
"Clinton",783,"15",2020-09-30,15
"Cohasset",448,"<5",2020-09-30,2
"Colrain",98,"<5",2020-09-30,2
"Concord",1749,"<5",2020-09-30,2
"Conway",132,"0",2020-09-30,0
"Cummington",50,"0",2020-09-30,0
"Dalton",300,"<5",2020-09-30,2
"Danvers",1711,"6",2020-09-30,6
"Dartmouth",2733,"30",2020-09-30,30
"Dedham",4604,"21",2020-09-30,21
"Deerfield",2230,"<5",2020-09-30,2
"Dennis",469,"<5",2020-09-30,2
"Dighton",343,"<5",2020-09-30,2
"Douglas",501,"<5",2020-09-30,2
"Dover",513,"<5",2020-09-30,2
"Dracut",1891,"38",2020-09-30,38
"Dudley",3132,"7",2020-09-30,7
"Dunstable",156,"0",2020-09-30,0
"Duxbury",908,"12",2020-09-30,12
"East Bridgewater",678,"<5",2020-09-30,2
"East Brookfield",104,"0",2020-09-30,0
"East Longmeadow",1154,"12",2020-09-30,12
"Eastham",170,"<5",2020-09-30,2
"Easthampton",2736,"<5",2020-09-30,2
"Easton",5461,"17",2020-09-30,17
"Edgartown",397,"<5",2020-09-30,2
"Egremont",47,"0",2020-09-30,0
"Erving",123,"0",2020-09-30,0
"Essex",159,"<5",2020-09-30,2
"Everett",4060,"90",2020-09-30,90
"Fairhaven",963,"11",2020-09-30,11
"Fall River",4908,"97",2020-09-30,97
"Falmouth",2004,"11",2020-09-30,11
"Fitchburg",2470,"9",2020-09-30,9
"Florida",28,"<5",2020-09-30,2
"Foxborough",2282,"10",2020-09-30,10
"Framingham",5511,"116",2020-09-30,116
"Franklin",1718,"15",2020-09-30,15
"Freetown",393,"5",2020-09-30,5
"Gardner",1021,"0",2020-09-30,0
"Georgetown",434,"<5",2020-09-30,2
"Gill",271,"0",2020-09-30,0
"Gloucester",1152,"8",2020-09-30,8
"Goshen",36,"0",2020-09-30,0
"Gosnold",1,"0",2020-09-30,0
"Grafton",1559,"7",2020-09-30,7
"Granby",461,"<5",2020-09-30,2
"Granville",68,"0",2020-09-30,0
"Great Barrington",1213,"0",2020-09-30,0
"Greenfield",1253,"<5",2020-09-30,2
"Groton",1349,"5",2020-09-30,5
"Groveland",377,"<5",2020-09-30,2
"Hadley",1146,"0",2020-09-30,0
"Halifax",387,"8",2020-09-30,8
"Hamilton",371,"<5",2020-09-30,2
"Hampden",340,"0",2020-09-30,0
"Hancock",13,"0",2020-09-30,0
"Hanover",834,"6",2020-09-30,6
"Hanson",519,"<5",2020-09-30,2
"Hardwick",139,"0",2020-09-30,0
"Harvard",375,"0",2020-09-30,0
"Harwich",484,"8",2020-09-30,8
"Hatfield",250,"0",2020-09-30,0
"Haverhill",4466,"129",2020-09-30,129
"Hawley",2,"0",2020-09-30,0
"Heath",35,"0",2020-09-30,0
"Hingham",1788,"14",2020-09-30,14
"Hinsdale",119,"0",2020-09-30,0
"Holbrook",605,"10",2020-09-30,10
"Holden",1511,"11",2020-09-30,11
"Holland",119,"0",2020-09-30,0
"Holliston",1120,"18",2020-09-30,18
"Holyoke",2601,"34",2020-09-30,34
"Hopedale",334,"<5",2020-09-30,2
"Hopkinton",1180,"<5",2020-09-30,2
"Hubbardston",217,"0",2020-09-30,0
"Hudson",1089,"10",2020-09-30,10
"Hull",507,"7",2020-09-30,7
"Huntington",120,"0",2020-09-30,0
"Ipswich",729,"<5",2020-09-30,2
"Kingston",850,"<5",2020-09-30,2
"Lakeville",547,"7",2020-09-30,7
"Lancaster",423,"<5",2020-09-30,2
"Lanesborough",164,"0",2020-09-30,0
"Lawrence",6780,"313",2020-09-30,313
"Lee",270,"0",2020-09-30,0
"Leicester",869,"<5",2020-09-30,2
"Lenox",282,"<5",2020-09-30,2
"Leominster",2200,"16",2020-09-30,16
"Leverett",271,"0",2020-09-30,0
"Lexington",2354,"6",2020-09-30,6
"Leyden",14,"0",2020-09-30,0
"Lincoln",428,"<5",2020-09-30,2
"Littleton",673,"6",2020-09-30,6
"Longmeadow",1123,"<5",2020-09-30,2
"Lowell",7196,"179",2020-09-30,179
"Ludlow",1330,"9",2020-09-30,9
"Lunenburg",533,"<5",2020-09-30,2
"Lynn",6068,"143",2020-09-30,143
"Lynnfield",859,"14",2020-09-30,14
"Malden",5486,"56",2020-09-30,56
"Manchester",272,"<5",2020-09-30,2
"Mansfield",1499,"7",2020-09-30,7
"Marblehead",1262,"7",2020-09-30,7
"Marion",1034,"<5",2020-09-30,2
"Marlborough",2978,"62",2020-09-30,62
"Marshfield",1187,"16",2020-09-30,16
"Mashpee",667,"6",2020-09-30,6
"Mattapoisett",271,"0",2020-09-30,0
"Maynard",670,"6",2020-09-30,6
"Medfield",1025,"<5",2020-09-30,2
"Medford",13201,"41",2020-09-30,41
"Medway",851,"9",2020-09-30,9
"Melrose",2680,"18",2020-09-30,18
"Mendon",369,"<5",2020-09-30,2
"Merrimac",367,"<5",2020-09-30,2
"Methuen",3745,"94",2020-09-30,94
"Middleborough",1057,"6",2020-09-30,6
"Middlefield",15,"0",2020-09-30,0
"Middleton",529,"18",2020-09-30,18
"Milford",1492,"22",2020-09-30,22
"Millbury",801,"5",2020-09-30,5
"Millis",488,"<5",2020-09-30,2
"Millville",122,"0",2020-09-30,0
"Milton",4621,"17",2020-09-30,17
"Monroe",5,"0",2020-09-30,0
"Monson",510,"<5",2020-09-30,2
"Montague",646,"0",2020-09-30,0
"Monterey",65,"<5",2020-09-30,2
"Montgomery",12,"0",2020-09-30,0
"Mount Washington",10,"0",2020-09-30,0
"Nahant",239,"<5",2020-09-30,2
"Nantucket",961,"30",2020-09-30,30
"Natick",2967,"15",2020-09-30,15
"Needham",3272,"20",2020-09-30,20
"New Ashford",3,"0",2020-09-30,0
"New Bedford",5226,"137",2020-09-30,137
"New Braintree",46,"0",2020-09-30,0
"New Marlborough",47,"0",2020-09-30,0
"New Salem",58,"0",2020-09-30,0
"Newbury",363,"<5",2020-09-30,2
"Newburyport",1317,"8",2020-09-30,8
"Newton",19485,"33",2020-09-30,33
"Norfolk",528,"0",2020-09-30,0
"North Adams",1930,"<5",2020-09-30,2
"North Andover",8335,"111",2020-09-30,111
"North Attleborough",1379,"12",2020-09-30,12
"North Brookfield",199,"<5",2020-09-30,2
"North Reading",1158,"10",2020-09-30,10
"Northampton",4165,"0",2020-09-30,0
"Northborough",1009,"11",2020-09-30,11
"Northbridge",962,"5",2020-09-30,5
"Northfield",218,"0",2020-09-30,0
"Norton",5406,"14",2020-09-30,14
"Norwell",728,"<5",2020-09-30,2
"Norwood",2246,"22",2020-09-30,22
"Oak Bluffs",244,"0",2020-09-30,0
"Oakham",100,"0",2020-09-30,0
"Orange",381,"<5",2020-09-30,2
"Orleans",204,"<5",2020-09-30,2
"Otis",53,"0",2020-09-30,0
"Oxford",691,"6",2020-09-30,6
"Palmer",663,"<5",2020-09-30,2
"Paxton",1928,"<5",2020-09-30,2
"Peabody",3141,"30",2020-09-30,30
"Pelham",48,"0",2020-09-30,0
"Pembroke",866,"11",2020-09-30,11
"Pepperell",533,"<5",2020-09-30,2
"Peru",19,"0",2020-09-30,0
"Petersham",69,"0",2020-09-30,0
"Phillipston",67,"0",2020-09-30,0
"Pittsfield",2635,"5",2020-09-30,5
"Plainfield",36,"0",2020-09-30,0
"Plainville",498,"<5",2020-09-30,2
"Plymouth",2919,"48",2020-09-30,48
"Plympton",144,"<5",2020-09-30,2
"Princeton",269,"<5",2020-09-30,2
"Provincetown",134,"<5",2020-09-30,2
"Quincy",6831,"62",2020-09-30,62
"Randolph",2179,"15",2020-09-30,15
"Raynham",827,"13",2020-09-30,13
"Reading",1801,"14",2020-09-30,14
"Rehoboth",482,"6",2020-09-30,6
"Revere",5031,"150",2020-09-30,150
"Richmond",68,"<5",2020-09-30,2
"Rochester",262,"6",2020-09-30,6
"Rockland",814,"12",2020-09-30,12
"Rockport",321,"0",2020-09-30,0
"Rowe",16,"0",2020-09-30,0
"Rowley",305,"5",2020-09-30,5
"Royalston",45,"0",2020-09-30,0
"Russell",73,"0",2020-09-30,0
"Rutland",655,"5",2020-09-30,5
"Salem",3742,"33",2020-09-30,33
"Salisbury",375,"<5",2020-09-30,2
"Sandisfield",63,"<5",2020-09-30,2
"Sandwich",946,"9",2020-09-30,9
"Saugus",2209,"31",2020-09-30,31
"Savoy",27,"0",2020-09-30,0
"Scituate",1073,"14",2020-09-30,14
"Seekonk",529,"10",2020-09-30,10
"Sharon",1291,"<5",2020-09-30,2
"Sheffield",293,"0",2020-09-30,0
"Shelburne",222,"0",2020-09-30,0
"Sherborn",320,"<5",2020-09-30,2
"Shirley",366,"<5",2020-09-30,2
"Shrewsbury",3071,"22",2020-09-30,22
"Shutesbury",141,"0",2020-09-30,0
"Somerset",781,"9",2020-09-30,9
"Somerville",22532,"41",2020-09-30,41
"South Hadley",1977,"5",2020-09-30,5
"Southampton",395,"0",2020-09-30,0
"Southborough",1339,"7",2020-09-30,7
"Southbridge",931,"11",2020-09-30,11
"Southwick",462,"<5",2020-09-30,2
"Spencer",746,"8",2020-09-30,8
"Springfield",11488,"183",2020-09-30,183
"Sterling",684,"<5",2020-09-30,2
"Stockbridge",88,"0",2020-09-30,0
"Stoneham",1718,"17",2020-09-30,17
"Stoughton",1651,"16",2020-09-30,16
"Stow",469,"<5",2020-09-30,2
"Sturbridge",522,"<5",2020-09-30,2
"Sudbury",1331,"<5",2020-09-30,2
"Sunderland",1447,"<5",2020-09-30,2
"Sutton",592,"<5",2020-09-30,2
"Swampscott",973,"<5",2020-09-30,2
"Swansea",666,"6",2020-09-30,6
"Taunton",3149,"36",2020-09-30,36
"Templeton",372,"<5",2020-09-30,2
"Tewksbury",2275,"19",2020-09-30,19
"Tisbury",520,"0",2020-09-30,0
"Tolland",5,"0",2020-09-30,0
"Topsfield",519,"0",2020-09-30,0
"Townsend",458,"<5",2020-09-30,2
"Truro",60,"0",2020-09-30,0
"Tyngsborough",690,"9",2020-09-30,9
"Tyringham",17,"0",2020-09-30,0
"Upton",429,"<5",2020-09-30,2
"Uxbridge",682,"13",2020-09-30,13
"Wakefield",1933,"6",2020-09-30,6
"Wales",62,"0",2020-09-30,0
"Walpole",1784,"28",2020-09-30,28
"Waltham",15718,"42",2020-09-30,42
"Ware",581,"0",2020-09-30,0
"Wareham",868,"8",2020-09-30,8
"Warren",202,"<5",2020-09-30,2
"Warwick",32,"0",2020-09-30,0
"Washington",14,"0",2020-09-30,0
"Watertown",3329,"14",2020-09-30,14
"Wayland",1105,"6",2020-09-30,6
"Webster",1197,"16",2020-09-30,16
"Wellesley",9691,"9",2020-09-30,9
"Wellfleet",92,"0",2020-09-30,0
"Wendell",69,"0",2020-09-30,0
"Wenham",382,"5",2020-09-30,5
"West Boylston",460,"0",2020-09-30,0
"West Bridgewater",430,"<5",2020-09-30,2
"West Brookfield",228,"0",2020-09-30,0
"West Newbury",275,"<5",2020-09-30,2
"West Springfield",1583,"14",2020-09-30,14
"West Stockbridge",96,"<5",2020-09-30,2
"West Tisbury",190,"<5",2020-09-30,2
"Westborough",1509,"17",2020-09-30,17
"Westfield",2192,"16",2020-09-30,16
"Westford",1445,"22",2020-09-30,22
"Westhampton",50,"0",2020-09-30,0
"Westminster",394,"<5",2020-09-30,2
"Weston",1188,"9",2020-09-30,9
"Westport",713,"8",2020-09-30,8
"Westwood",1189,"12",2020-09-30,12
"Weymouth",2964,"34",2020-09-30,34
"Whately",70,"0",2020-09-30,0
"Whitman",735,"<5",2020-09-30,2
"Wilbraham",2385,"12",2020-09-30,12
"Williamsburg",247,"0",2020-09-30,0
"Williamstown",4344,"5",2020-09-30,5
"Wilmington",1383,"10",2020-09-30,10
"Winchendon",387,"0",2020-09-30,0
"Winchester",2013,"5",2020-09-30,5
"Windsor",38,"<5",2020-09-30,2
"Winthrop",2449,"21",2020-09-30,21
"Woburn",2703,"41",2020-09-30,41
"Worcester",36092,"224",2020-09-30,224
"Worthington",77,"<5",2020-09-30,2
"Wrentham",820,"11",2020-09-30,11
"Yarmouth",889,"7",2020-09-30,7
"Unknown",11137,"22",2020-09-30,22
"State",782320,"5569",2020-09-30,5569
